"date","source","date_start","date_end","region","sub_region_1","cases","deaths_up_to_2022-03-31","deaths_after_2022-04-01","deaths","hosp_admissions","icu_admissions"
"2023-11-30",,"2020-01-01","2021-04-06","BC",,107064,1503,0,1503,5601,1551
"2023-11-30",,"2020-01-01","2021-04-06","BC","Fraser Health",61200,799,0,799,3054,733
"2023-11-30",,"2020-01-01","2021-04-06","BC","Interior Health",9129,120,0,120,495,144
"2023-11-30",,"2020-01-01","2021-04-06","BC","Island Health",3766,31,0,31,191,51
"2023-11-30",,"2020-01-01","2021-04-06","BC","Northern Health",6315,131,0,131,557,229
"2023-11-30",,"2020-01-01","2021-04-06","BC","Out of Canada",185,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-06","BC","Vancouver Coastal Health",26469,422,0,422,1291,391
"2023-11-30",,"2020-01-01","2021-04-07","BC",,108380,1508,0,1508,5652,1572
"2023-11-30",,"2020-01-01","2021-04-07","BC","Fraser Health",61869,802,0,802,3083,743
"2023-11-30",,"2020-01-01","2021-04-07","BC","Interior Health",9230,121,0,121,503,146
"2023-11-30",,"2020-01-01","2021-04-07","BC","Island Health",3832,31,0,31,191,51
"2023-11-30",,"2020-01-01","2021-04-07","BC","Northern Health",6370,131,0,131,560,232
"2023-11-30",,"2020-01-01","2021-04-07","BC","Out of Canada",187,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-07","BC","Vancouver Coastal Health",26892,423,0,423,1302,397
"2023-11-30",,"2020-01-01","2021-04-08","BC",,109598,1511,0,1511,5706,1587
"2023-11-30",,"2020-01-01","2021-04-08","BC","Fraser Health",62491,804,0,804,3111,746
"2023-11-30",,"2020-01-01","2021-04-08","BC","Interior Health",9339,121,0,121,505,147
"2023-11-30",,"2020-01-01","2021-04-08","BC","Island Health",3884,31,0,31,193,52
"2023-11-30",,"2020-01-01","2021-04-08","BC","Northern Health",6437,131,0,131,564,235
"2023-11-30",,"2020-01-01","2021-04-08","BC","Out of Canada",188,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-08","BC","Vancouver Coastal Health",27259,424,0,424,1320,404
"2023-11-30",,"2020-01-01","2021-04-09","BC",,110899,1516,0,1516,5751,1599
"2023-11-30",,"2020-01-01","2021-04-09","BC","Fraser Health",63256,808,0,808,3137,752
"2023-11-30",,"2020-01-01","2021-04-09","BC","Interior Health",9439,121,0,121,508,147
"2023-11-30",,"2020-01-01","2021-04-09","BC","Island Health",3964,32,0,32,195,52
"2023-11-30",,"2020-01-01","2021-04-09","BC","Northern Health",6499,131,0,131,568,238
"2023-11-30",,"2020-01-01","2021-04-09","BC","Out of Canada",188,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-09","BC","Vancouver Coastal Health",27553,424,0,424,1330,407
"2023-11-30",,"2020-01-01","2021-04-10","BC",,111963,1522,0,1522,5799,1623
"2023-11-30",,"2020-01-01","2021-04-10","BC","Fraser Health",63874,811,0,811,3163,768
"2023-11-30",,"2020-01-01","2021-04-10","BC","Interior Health",9564,121,0,121,512,151
"2023-11-30",,"2020-01-01","2021-04-10","BC","Island Health",4010,33,0,33,195,53
"2023-11-30",,"2020-01-01","2021-04-10","BC","Northern Health",6523,131,0,131,570,239
"2023-11-30",,"2020-01-01","2021-04-10","BC","Out of Canada",188,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-10","BC","Vancouver Coastal Health",27804,426,0,426,1346,409
"2023-11-30",,"2020-01-01","2021-04-11","BC",,113003,1529,0,1529,5855,1634
"2023-11-30",,"2020-01-01","2021-04-11","BC","Fraser Health",64524,816,0,816,3188,770
"2023-11-30",,"2020-01-01","2021-04-11","BC","Interior Health",9657,121,0,121,515,153
"2023-11-30",,"2020-01-01","2021-04-11","BC","Island Health",4061,33,0,33,197,54
"2023-11-30",,"2020-01-01","2021-04-11","BC","Northern Health",6558,132,0,132,575,242
"2023-11-30",,"2020-01-01","2021-04-11","BC","Out of Canada",188,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-11","BC","Vancouver Coastal Health",28015,427,0,427,1367,412
"2023-11-30",,"2020-01-01","2021-04-12","BC",,113947,1532,0,1532,5904,1652
"2023-11-30",,"2020-01-01","2021-04-12","BC","Fraser Health",65047,817,0,817,3218,779
"2023-11-30",,"2020-01-01","2021-04-12","BC","Interior Health",9743,121,0,121,518,156
"2023-11-30",,"2020-01-01","2021-04-12","BC","Island Health",4101,33,0,33,198,54
"2023-11-30",,"2020-01-01","2021-04-12","BC","Northern Health",6589,133,0,133,576,244
"2023-11-30",,"2020-01-01","2021-04-12","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-12","BC","Vancouver Coastal Health",28276,428,0,428,1381,416
"2023-11-30",,"2020-01-01","2021-04-13","BC",,114951,1540,0,1540,5962,1668
"2023-11-30",,"2020-01-01","2021-04-13","BC","Fraser Health",65591,822,0,822,3253,789
"2023-11-30",,"2020-01-01","2021-04-13","BC","Interior Health",9832,123,0,123,523,157
"2023-11-30",,"2020-01-01","2021-04-13","BC","Island Health",4152,33,0,33,201,54
"2023-11-30",,"2020-01-01","2021-04-13","BC","Northern Health",6635,133,0,133,576,245
"2023-11-30",,"2020-01-01","2021-04-13","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-13","BC","Vancouver Coastal Health",28550,429,0,429,1396,420
"2023-11-30",,"2020-01-01","2021-04-14","BC",,116176,1542,0,1542,6015,1685
"2023-11-30",,"2020-01-01","2021-04-14","BC","Fraser Health",66324,822,0,822,3287,798
"2023-11-30",,"2020-01-01","2021-04-14","BC","Interior Health",9924,123,0,123,528,159
"2023-11-30",,"2020-01-01","2021-04-14","BC","Island Health",4195,33,0,33,204,56
"2023-11-30",,"2020-01-01","2021-04-14","BC","Northern Health",6692,134,0,134,577,245
"2023-11-30",,"2020-01-01","2021-04-14","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-14","BC","Vancouver Coastal Health",28850,430,0,430,1406,424
"2023-11-30",,"2020-01-01","2021-04-15","BC",,117105,1544,0,1544,6082,1704
"2023-11-30",,"2020-01-01","2021-04-15","BC","Fraser Health",66842,823,0,823,3321,807
"2023-11-30",,"2020-01-01","2021-04-15","BC","Interior Health",10017,123,0,123,534,160
"2023-11-30",,"2020-01-01","2021-04-15","BC","Island Health",4240,33,0,33,211,56
"2023-11-30",,"2020-01-01","2021-04-15","BC","Northern Health",6727,134,0,134,579,247
"2023-11-30",,"2020-01-01","2021-04-15","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-15","BC","Vancouver Coastal Health",29088,431,0,431,1424,431
"2023-11-30",,"2020-01-01","2021-04-16","BC",,118191,1547,0,1547,6140,1719
"2023-11-30",,"2020-01-01","2021-04-16","BC","Fraser Health",67509,825,0,825,3354,814
"2023-11-30",,"2020-01-01","2021-04-16","BC","Interior Health",10119,124,0,124,536,165
"2023-11-30",,"2020-01-01","2021-04-16","BC","Island Health",4269,33,0,33,213,56
"2023-11-30",,"2020-01-01","2021-04-16","BC","Northern Health",6746,134,0,134,585,249
"2023-11-30",,"2020-01-01","2021-04-16","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-16","BC","Vancouver Coastal Health",29357,431,0,431,1439,432
"2023-11-30",,"2020-01-01","2021-04-17","BC",,119156,1550,0,1550,6190,1739
"2023-11-30",,"2020-01-01","2021-04-17","BC","Fraser Health",68112,826,0,826,3382,825
"2023-11-30",,"2020-01-01","2021-04-17","BC","Interior Health",10182,124,0,124,542,166
"2023-11-30",,"2020-01-01","2021-04-17","BC","Island Health",4311,33,0,33,215,57
"2023-11-30",,"2020-01-01","2021-04-17","BC","Northern Health",6783,136,0,136,586,249
"2023-11-30",,"2020-01-01","2021-04-17","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-17","BC","Vancouver Coastal Health",29577,431,0,431,1452,439
"2023-11-30",,"2020-01-01","2021-04-18","BC",,120175,1555,0,1555,6242,1762
"2023-11-30",,"2020-01-01","2021-04-18","BC","Fraser Health",68739,831,0,831,3413,836
"2023-11-30",,"2020-01-01","2021-04-18","BC","Interior Health",10250,124,0,124,546,168
"2023-11-30",,"2020-01-01","2021-04-18","BC","Island Health",4346,33,0,33,219,57
"2023-11-30",,"2020-01-01","2021-04-18","BC","Northern Health",6829,136,0,136,589,249
"2023-11-30",,"2020-01-01","2021-04-18","BC","Out of Canada",191,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-18","BC","Vancouver Coastal Health",29820,431,0,431,1462,449
"2023-11-30",,"2020-01-01","2021-04-19","BC",,120922,1559,0,1559,6305,1777
"2023-11-30",,"2020-01-01","2021-04-19","BC","Fraser Health",69160,832,0,832,3454,844
"2023-11-30",,"2020-01-01","2021-04-19","BC","Interior Health",10289,125,0,125,551,169
"2023-11-30",,"2020-01-01","2021-04-19","BC","Island Health",4374,33,0,33,222,58
"2023-11-30",,"2020-01-01","2021-04-19","BC","Northern Health",6860,136,0,136,589,251
"2023-11-30",,"2020-01-01","2021-04-19","BC","Out of Canada",194,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-19","BC","Vancouver Coastal Health",30045,433,0,433,1476,452
"2023-11-30",,"2020-01-01","2021-04-20","BC",,121852,1562,0,1562,6368,1796
"2023-11-30",,"2020-01-01","2021-04-20","BC","Fraser Health",69751,832,0,832,3489,857
"2023-11-30",,"2020-01-01","2021-04-20","BC","Interior Health",10379,125,0,125,557,169
"2023-11-30",,"2020-01-01","2021-04-20","BC","Island Health",4400,34,0,34,224,58
"2023-11-30",,"2020-01-01","2021-04-20","BC","Northern Health",6883,136,0,136,592,251
"2023-11-30",,"2020-01-01","2021-04-20","BC","Out of Canada",195,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-20","BC","Vancouver Coastal Health",30244,435,0,435,1493,458
"2023-11-30",,"2020-01-01","2021-04-21","BC",,122812,1566,0,1566,6412,1821
"2023-11-30",,"2020-01-01","2021-04-21","BC","Fraser Health",70326,833,0,833,3513,872
"2023-11-30",,"2020-01-01","2021-04-21","BC","Interior Health",10453,126,0,126,558,170
"2023-11-30",,"2020-01-01","2021-04-21","BC","Island Health",4441,34,0,34,227,59
"2023-11-30",,"2020-01-01","2021-04-21","BC","Northern Health",6932,137,0,137,594,251
"2023-11-30",,"2020-01-01","2021-04-21","BC","Out of Canada",195,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-21","BC","Vancouver Coastal Health",30465,436,0,436,1507,466
"2023-11-30",,"2020-01-01","2021-04-22","BC",,123827,1572,0,1572,6467,1834
"2023-11-30",,"2020-01-01","2021-04-22","BC","Fraser Health",70979,836,0,836,3549,878
"2023-11-30",,"2020-01-01","2021-04-22","BC","Interior Health",10525,128,0,128,564,173
"2023-11-30",,"2020-01-01","2021-04-22","BC","Island Health",4465,34,0,34,228,59
"2023-11-30",,"2020-01-01","2021-04-22","BC","Northern Health",6970,138,0,138,595,252
"2023-11-30",,"2020-01-01","2021-04-22","BC","Out of Canada",196,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-22","BC","Vancouver Coastal Health",30692,436,0,436,1518,469
"2023-11-30",,"2020-01-01","2021-04-23","BC",,124720,1580,0,1580,6520,1850
"2023-11-30",,"2020-01-01","2021-04-23","BC","Fraser Health",71542,840,0,840,3575,887
"2023-11-30",,"2020-01-01","2021-04-23","BC","Interior Health",10608,128,0,128,569,173
"2023-11-30",,"2020-01-01","2021-04-23","BC","Island Health",4501,36,0,36,230,59
"2023-11-30",,"2020-01-01","2021-04-23","BC","Northern Health",7002,140,0,140,597,252
"2023-11-30",,"2020-01-01","2021-04-23","BC","Out of Canada",196,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-23","BC","Vancouver Coastal Health",30871,436,0,436,1536,476
"2023-11-30",,"2020-01-01","2021-04-24","BC",,125595,1585,0,1585,6577,1864
"2023-11-30",,"2020-01-01","2021-04-24","BC","Fraser Health",72153,841,0,841,3605,894
"2023-11-30",,"2020-01-01","2021-04-24","BC","Interior Health",10687,130,0,130,575,175
"2023-11-30",,"2020-01-01","2021-04-24","BC","Island Health",4532,36,0,36,233,60
"2023-11-30",,"2020-01-01","2021-04-24","BC","Northern Health",7019,140,0,140,599,253
"2023-11-30",,"2020-01-01","2021-04-24","BC","Out of Canada",200,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-24","BC","Vancouver Coastal Health",31004,438,0,438,1552,479
"2023-11-30",,"2020-01-01","2021-04-25","BC",,126359,1587,0,1587,6632,1876
"2023-11-30",,"2020-01-01","2021-04-25","BC","Fraser Health",72637,842,0,842,3636,899
"2023-11-30",,"2020-01-01","2021-04-25","BC","Interior Health",10746,131,0,131,579,177
"2023-11-30",,"2020-01-01","2021-04-25","BC","Island Health",4549,36,0,36,234,61
"2023-11-30",,"2020-01-01","2021-04-25","BC","Northern Health",7067,140,0,140,600,253
"2023-11-30",,"2020-01-01","2021-04-25","BC","Out of Canada",200,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-25","BC","Vancouver Coastal Health",31160,438,0,438,1570,483
"2023-11-30",,"2020-01-01","2021-04-26","BC",,127132,1588,0,1588,6697,1892
"2023-11-30",,"2020-01-01","2021-04-26","BC","Fraser Health",73152,842,0,842,3673,906
"2023-11-30",,"2020-01-01","2021-04-26","BC","Interior Health",10813,131,0,131,586,180
"2023-11-30",,"2020-01-01","2021-04-26","BC","Island Health",4576,37,0,37,236,61
"2023-11-30",,"2020-01-01","2021-04-26","BC","Northern Health",7078,140,0,140,602,253
"2023-11-30",,"2020-01-01","2021-04-26","BC","Out of Canada",200,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-26","BC","Vancouver Coastal Health",31313,438,0,438,1587,489
"2023-11-30",,"2020-01-01","2021-04-27","BC",,127928,1590,0,1590,6753,1907
"2023-11-30",,"2020-01-01","2021-04-27","BC","Fraser Health",73664,844,0,844,3709,914
"2023-11-30",,"2020-01-01","2021-04-27","BC","Interior Health",10882,131,0,131,591,182
"2023-11-30",,"2020-01-01","2021-04-27","BC","Island Health",4611,37,0,37,236,63
"2023-11-30",,"2020-01-01","2021-04-27","BC","Northern Health",7100,140,0,140,604,253
"2023-11-30",,"2020-01-01","2021-04-27","BC","Out of Canada",200,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-27","BC","Vancouver Coastal Health",31471,438,0,438,1600,492
"2023-11-30",,"2020-01-01","2021-04-28","BC",,128801,1592,0,1592,6791,1928
"2023-11-30",,"2020-01-01","2021-04-28","BC","Fraser Health",74249,845,0,845,3734,927
"2023-11-30",,"2020-01-01","2021-04-28","BC","Interior Health",10933,132,0,132,595,183
"2023-11-30",,"2020-01-01","2021-04-28","BC","Island Health",4641,37,0,37,236,64
"2023-11-30",,"2020-01-01","2021-04-28","BC","Northern Health",7124,140,0,140,605,254
"2023-11-30",,"2020-01-01","2021-04-28","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-28","BC","Vancouver Coastal Health",31653,438,0,438,1608,497
"2023-11-30",,"2020-01-01","2021-04-29","BC",,129547,1597,0,1597,6836,1944
"2023-11-30",,"2020-01-01","2021-04-29","BC","Fraser Health",74706,848,0,848,3761,935
"2023-11-30",,"2020-01-01","2021-04-29","BC","Interior Health",11006,133,0,133,599,184
"2023-11-30",,"2020-01-01","2021-04-29","BC","Island Health",4672,37,0,37,238,64
"2023-11-30",,"2020-01-01","2021-04-29","BC","Northern Health",7150,140,0,140,606,254
"2023-11-30",,"2020-01-01","2021-04-29","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-29","BC","Vancouver Coastal Health",31812,439,0,439,1619,504
"2023-11-30",,"2020-01-01","2021-04-30","BC",,130439,1600,0,1600,6880,1959
"2023-11-30",,"2020-01-01","2021-04-30","BC","Fraser Health",75312,848,0,848,3788,944
"2023-11-30",,"2020-01-01","2021-04-30","BC","Interior Health",11069,133,0,133,602,187
"2023-11-30",,"2020-01-01","2021-04-30","BC","Island Health",4698,37,0,37,239,64
"2023-11-30",,"2020-01-01","2021-04-30","BC","Northern Health",7165,140,0,140,610,254
"2023-11-30",,"2020-01-01","2021-04-30","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-04-30","BC","Vancouver Coastal Health",31994,442,0,442,1628,507
"2023-11-30",,"2020-01-01","2021-05-01","BC",,131127,1603,0,1603,6931,1978
"2023-11-30",,"2020-01-01","2021-05-01","BC","Fraser Health",75802,849,0,849,3824,958
"2023-11-30",,"2020-01-01","2021-05-01","BC","Interior Health",11102,133,0,133,609,189
"2023-11-30",,"2020-01-01","2021-05-01","BC","Island Health",4719,38,0,38,240,65
"2023-11-30",,"2020-01-01","2021-05-01","BC","Northern Health",7187,140,0,140,611,255
"2023-11-30",,"2020-01-01","2021-05-01","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-01","BC","Vancouver Coastal Health",32116,443,0,443,1634,508
"2023-11-30",,"2020-01-01","2021-05-02","BC",,131773,1605,0,1605,6971,1997
"2023-11-30",,"2020-01-01","2021-05-02","BC","Fraser Health",76237,849,0,849,3854,972
"2023-11-30",,"2020-01-01","2021-05-02","BC","Interior Health",11137,134,0,134,610,191
"2023-11-30",,"2020-01-01","2021-05-02","BC","Island Health",4734,38,0,38,240,65
"2023-11-30",,"2020-01-01","2021-05-02","BC","Northern Health",7209,140,0,140,611,257
"2023-11-30",,"2020-01-01","2021-05-02","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-02","BC","Vancouver Coastal Health",32255,444,0,444,1643,509
"2023-11-30",,"2020-01-01","2021-05-03","BC",,132342,1607,0,1607,7005,2006
"2023-11-30",,"2020-01-01","2021-05-03","BC","Fraser Health",76610,849,0,849,3875,979
"2023-11-30",,"2020-01-01","2021-05-03","BC","Interior Health",11173,135,0,135,616,191
"2023-11-30",,"2020-01-01","2021-05-03","BC","Island Health",4751,38,0,38,240,65
"2023-11-30",,"2020-01-01","2021-05-03","BC","Northern Health",7220,140,0,140,614,257
"2023-11-30",,"2020-01-01","2021-05-03","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-03","BC","Vancouver Coastal Health",32387,445,0,445,1647,511
"2023-11-30",,"2020-01-01","2021-05-04","BC",,132969,1608,0,1608,7046,2014
"2023-11-30",,"2020-01-01","2021-05-04","BC","Fraser Health",77018,850,0,850,3900,983
"2023-11-30",,"2020-01-01","2021-05-04","BC","Interior Health",11233,135,0,135,621,191
"2023-11-30",,"2020-01-01","2021-05-04","BC","Island Health",4771,38,0,38,240,65
"2023-11-30",,"2020-01-01","2021-05-04","BC","Northern Health",7233,140,0,140,616,258
"2023-11-30",,"2020-01-01","2021-05-04","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-04","BC","Vancouver Coastal Health",32513,445,0,445,1656,514
"2023-11-30",,"2020-01-01","2021-05-05","BC",,133680,1620,0,1620,7090,2028
"2023-11-30",,"2020-01-01","2021-05-05","BC","Fraser Health",77492,852,0,852,3922,992
"2023-11-30",,"2020-01-01","2021-05-05","BC","Interior Health",11278,139,0,139,625,192
"2023-11-30",,"2020-01-01","2021-05-05","BC","Island Health",4787,38,0,38,240,65
"2023-11-30",,"2020-01-01","2021-05-05","BC","Northern Health",7262,142,0,142,617,258
"2023-11-30",,"2020-01-01","2021-05-05","BC","Out of Canada",201,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-05","BC","Vancouver Coastal Health",32660,449,0,449,1673,518
"2023-11-30",,"2020-01-01","2021-05-06","BC",,134331,1622,0,1622,7133,2041
"2023-11-30",,"2020-01-01","2021-05-06","BC","Fraser Health",77944,853,0,853,3949,998
"2023-11-30",,"2020-01-01","2021-05-06","BC","Interior Health",11319,139,0,139,631,193
"2023-11-30",,"2020-01-01","2021-05-06","BC","Island Health",4804,38,0,38,241,65
"2023-11-30",,"2020-01-01","2021-05-06","BC","Northern Health",7281,142,0,142,617,258
"2023-11-30",,"2020-01-01","2021-05-06","BC","Out of Canada",202,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-06","BC","Vancouver Coastal Health",32781,450,0,450,1682,524
"2023-11-30",,"2020-01-01","2021-05-07","BC",,134949,1627,0,1627,7174,2057
"2023-11-30",,"2020-01-01","2021-05-07","BC","Fraser Health",78374,855,0,855,3972,1011
"2023-11-30",,"2020-01-01","2021-05-07","BC","Interior Health",11367,139,0,139,635,193
"2023-11-30",,"2020-01-01","2021-05-07","BC","Island Health",4827,39,0,39,243,65
"2023-11-30",,"2020-01-01","2021-05-07","BC","Northern Health",7299,142,0,142,619,259
"2023-11-30",,"2020-01-01","2021-05-07","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-07","BC","Vancouver Coastal Health",32879,452,0,452,1692,526
"2023-11-30",,"2020-01-01","2021-05-08","BC",,135572,1633,0,1633,7206,2069
"2023-11-30",,"2020-01-01","2021-05-08","BC","Fraser Health",78782,858,0,858,3984,1015
"2023-11-30",,"2020-01-01","2021-05-08","BC","Interior Health",11425,140,0,140,639,194
"2023-11-30",,"2020-01-01","2021-05-08","BC","Island Health",4844,39,0,39,244,66
"2023-11-30",,"2020-01-01","2021-05-08","BC","Northern Health",7324,143,0,143,622,259
"2023-11-30",,"2020-01-01","2021-05-08","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-08","BC","Vancouver Coastal Health",32994,453,0,453,1704,532
"2023-11-30",,"2020-01-01","2021-05-09","BC",,136141,1638,0,1638,7239,2080
"2023-11-30",,"2020-01-01","2021-05-09","BC","Fraser Health",79192,860,0,860,4006,1020
"2023-11-30",,"2020-01-01","2021-05-09","BC","Interior Health",11464,142,0,142,642,194
"2023-11-30",,"2020-01-01","2021-05-09","BC","Island Health",4857,39,0,39,247,66
"2023-11-30",,"2020-01-01","2021-05-09","BC","Northern Health",7334,144,0,144,623,259
"2023-11-30",,"2020-01-01","2021-05-09","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-09","BC","Vancouver Coastal Health",33091,453,0,453,1708,538
"2023-11-30",,"2020-01-01","2021-05-10","BC",,136657,1642,0,1642,7283,2092
"2023-11-30",,"2020-01-01","2021-05-10","BC","Fraser Health",79492,862,0,862,4035,1025
"2023-11-30",,"2020-01-01","2021-05-10","BC","Interior Health",11524,143,0,143,644,194
"2023-11-30",,"2020-01-01","2021-05-10","BC","Island Health",4869,39,0,39,248,67
"2023-11-30",,"2020-01-01","2021-05-10","BC","Northern Health",7351,144,0,144,625,260
"2023-11-30",,"2020-01-01","2021-05-10","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-10","BC","Vancouver Coastal Health",33218,454,0,454,1718,543
"2023-11-30",,"2020-01-01","2021-05-11","BC",,137232,1643,0,1643,7315,2100
"2023-11-30",,"2020-01-01","2021-05-11","BC","Fraser Health",79864,863,0,863,4056,1030
"2023-11-30",,"2020-01-01","2021-05-11","BC","Interior Health",11567,143,0,143,645,194
"2023-11-30",,"2020-01-01","2021-05-11","BC","Island Health",4879,39,0,39,248,67
"2023-11-30",,"2020-01-01","2021-05-11","BC","Northern Health",7357,144,0,144,627,261
"2023-11-30",,"2020-01-01","2021-05-11","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-11","BC","Vancouver Coastal Health",33362,454,0,454,1726,545
"2023-11-30",,"2020-01-01","2021-05-12","BC",,137836,1648,0,1648,7349,2106
"2023-11-30",,"2020-01-01","2021-05-12","BC","Fraser Health",80241,866,0,866,4075,1033
"2023-11-30",,"2020-01-01","2021-05-12","BC","Interior Health",11628,145,0,145,648,196
"2023-11-30",,"2020-01-01","2021-05-12","BC","Island Health",4898,39,0,39,249,67
"2023-11-30",,"2020-01-01","2021-05-12","BC","Northern Health",7375,144,0,144,629,261
"2023-11-30",,"2020-01-01","2021-05-12","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-12","BC","Vancouver Coastal Health",33491,454,0,454,1735,546
"2023-11-30",,"2020-01-01","2021-05-13","BC",,138315,1655,0,1655,7381,2121
"2023-11-30",,"2020-01-01","2021-05-13","BC","Fraser Health",80549,871,0,871,4092,1041
"2023-11-30",,"2020-01-01","2021-05-13","BC","Interior Health",11660,145,0,145,649,198
"2023-11-30",,"2020-01-01","2021-05-13","BC","Island Health",4906,39,0,39,251,68
"2023-11-30",,"2020-01-01","2021-05-13","BC","Northern Health",7397,146,0,146,631,262
"2023-11-30",,"2020-01-01","2021-05-13","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-13","BC","Vancouver Coastal Health",33600,454,0,454,1745,549
"2023-11-30",,"2020-01-01","2021-05-14","BC",,138767,1658,0,1658,7417,2136
"2023-11-30",,"2020-01-01","2021-05-14","BC","Fraser Health",80831,872,0,872,4116,1049
"2023-11-30",,"2020-01-01","2021-05-14","BC","Interior Health",11701,146,0,146,654,200
"2023-11-30",,"2020-01-01","2021-05-14","BC","Island Health",4924,39,0,39,251,69
"2023-11-30",,"2020-01-01","2021-05-14","BC","Northern Health",7412,146,0,146,631,263
"2023-11-30",,"2020-01-01","2021-05-14","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-14","BC","Vancouver Coastal Health",33696,455,0,455,1752,552
"2023-11-30",,"2020-01-01","2021-05-15","BC",,139253,1664,0,1664,7456,2146
"2023-11-30",,"2020-01-01","2021-05-15","BC","Fraser Health",81138,877,0,877,4140,1055
"2023-11-30",,"2020-01-01","2021-05-15","BC","Interior Health",11753,146,0,146,658,201
"2023-11-30",,"2020-01-01","2021-05-15","BC","Island Health",4932,39,0,39,253,69
"2023-11-30",,"2020-01-01","2021-05-15","BC","Northern Health",7425,147,0,147,632,263
"2023-11-30",,"2020-01-01","2021-05-15","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-15","BC","Vancouver Coastal Health",33802,455,0,455,1760,555
"2023-11-30",,"2020-01-01","2021-05-16","BC",,139695,1668,0,1668,7487,2153
"2023-11-30",,"2020-01-01","2021-05-16","BC","Fraser Health",81440,878,0,878,4158,1059
"2023-11-30",,"2020-01-01","2021-05-16","BC","Interior Health",11793,146,0,146,661,201
"2023-11-30",,"2020-01-01","2021-05-16","BC","Island Health",4945,40,0,40,253,70
"2023-11-30",,"2020-01-01","2021-05-16","BC","Northern Health",7443,149,0,149,635,264
"2023-11-30",,"2020-01-01","2021-05-16","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-16","BC","Vancouver Coastal Health",33871,455,0,455,1767,556
"2023-11-30",,"2020-01-01","2021-05-17","BC",,140093,1671,0,1671,7514,2158
"2023-11-30",,"2020-01-01","2021-05-17","BC","Fraser Health",81690,879,0,879,4172,1061
"2023-11-30",,"2020-01-01","2021-05-17","BC","Interior Health",11848,146,0,146,664,201
"2023-11-30",,"2020-01-01","2021-05-17","BC","Island Health",4956,40,0,40,253,70
"2023-11-30",,"2020-01-01","2021-05-17","BC","Northern Health",7451,149,0,149,638,265
"2023-11-30",,"2020-01-01","2021-05-17","BC","Out of Canada",203,0,0,0,13,3
"2023-11-30",,"2020-01-01","2021-05-17","BC","Vancouver Coastal Health",33945,457,0,457,1774,558
"2023-11-30",,"2020-01-01","2021-05-18","BC",,140615,1675,0,1675,7541,2164
"2023-11-30",,"2020-01-01","2021-05-18","BC","Fraser Health",82025,882,0,882,4191,1065
