"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2022-12-18","2022-12-24","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",27.7319493485937,54663
"2022-12-25","2022-12-31","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9059012135233,155533
"2022-12-25","2022-12-31","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5148747919964,150820
"2022-12-25","2022-12-31","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",51.9587848532814,102417
"2022-12-25","2022-12-31","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",27.8318925281059,54860
"2023-01-01","2023-01-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9109744713665,155543
"2023-01-01","2023-01-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5224846787613,150835
"2023-01-01","2023-01-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",51.9897317261252,102478
"2023-01-01","2023-01-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.0287349324242,55248
"2023-01-08","2023-01-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9180770323471,155557
"2023-01-08","2023-01-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5331385202321,150856
"2023-01-08","2023-01-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0085027801453,102515
"2023-01-08","2023-01-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.1976744186047,55581
"2023-01-15","2023-01-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9246722675433,155570
"2023-01-15","2023-01-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.540748406997,150871
"2023-01-15","2023-01-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0252445310281,102548
"2023-01-15","2023-01-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.3265351678234,55835
"2023-01-22","2023-01-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9297455253866,155580
"2023-01-22","2023-01-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5442996874873,150878
"2023-01-22","2023-01-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0374203498519,102572
"2023-01-22","2023-01-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.4330735825318,56045
"2023-01-29","2023-02-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9358334347985,155592
"2023-01-29","2023-02-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5524169000365,150894
"2023-01-29","2023-02-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.053147449166,102603
"2023-01-29","2023-02-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.5330167620439,56242
"2023-02-05","2023-02-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9373554121515,155595
"2023-02-05","2023-02-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5564755063111,150902
"2023-02-05","2023-02-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0627866390682,102622
"2023-02-05","2023-02-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.5974471366533,56369
"2023-02-12","2023-02-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9383700637201,155597
"2023-02-12","2023-02-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.565607370429,150920
"2023-02-12","2023-02-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0729331547547,102642
"2023-02-12","2023-02-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.6441211088112,56461
"2023-02-19","2023-02-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9429359957791,155606
"2023-02-19","2023-02-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5813344697431,150951
"2023-02-19","2023-02-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0820650188725,102660
"2023-02-19","2023-02-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.6770972847924,56526
"2023-02-26","2023-03-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.947501927838,155615
"2023-02-26","2023-03-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5930029627826,150974
"2023-02-26","2023-03-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.0917042087747,102679
"2023-02-26","2023-03-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.7166686959698,56604
"2023-03-05","2023-03-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9505458825439,155621
"2023-03-05","2023-03-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.5965542432729,150981
"2023-03-05","2023-03-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1018507244612,102699
"2023-03-05","2023-03-11","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.7562401071472,56682
"2023-03-12","2023-03-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9520678598969,155624
"2023-03-12","2023-03-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6021348269005,150992
"2023-03-12","2023-03-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1094606112261,102714
"2023-03-12","2023-03-18","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.7836356995008,56736
"2023-03-19","2023-03-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9546044888185,155629
"2023-03-19","2023-03-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6046714558221,150997
"2023-03-19","2023-03-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1160558464223,102727
"2023-03-19","2023-03-25","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8049433824425,56778
"2023-03-26","2023-04-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9571411177402,155634
"2023-03-26","2023-04-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6067007589594,151001
"2023-03-26","2023-04-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1196071269126,102734
"2023-03-26","2023-04-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8161045496976,56800
"2023-04-02","2023-04-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9586630950931,155637
"2023-04-02","2023-04-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6072080847437,151002
"2023-04-02","2023-04-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1256950363245,102746
"2023-04-02","2023-04-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8318316490117,56831
"2023-04-09","2023-04-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9627217013678,155645
"2023-04-09","2023-04-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6117740168026,151011
"2023-04-09","2023-04-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1292463168148,102753
"2023-04-09","2023-04-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8485733998945,56864
"2023-04-16","2023-04-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9642436787207,155648
"2023-04-16","2023-04-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6132959941556,151014
"2023-04-16","2023-04-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1302609683835,102755
"2023-04-16","2023-04-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8577052640123,56882
"2023-04-23","2023-04-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9652583302894,155650
"2023-04-23","2023-04-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6153252972929,151018
"2023-04-23","2023-04-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1343195746581,102763
"2023-04-23","2023-04-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8719103859735,56910
"2023-04-30","2023-05-06","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9667803076424,155653
"2023-04-30","2023-05-06","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6168472746459,151021
"2023-04-30","2023-05-06","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.138885506717,102772
"2023-04-30","2023-05-06","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.8871301595032,56940
"2023-05-07","2023-05-13","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.969316936564,155658
"2023-05-07","2023-05-13","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6173546004302,151022
"2023-05-07","2023-05-13","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1434514387759,102781
"2023-05-07","2023-05-13","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9094524940136,56984
"2023-05-14","2023-05-20","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9723608912699,155664
"2023-05-14","2023-05-20","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6183692519989,151024
"2023-05-14","2023-05-20","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1459880676976,102786
"2023-05-14","2023-05-20","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9221356386217,57009
"2023-05-21","2023-05-27","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9723608912699,155664
"2023-05-21","2023-05-27","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6193839035675,151026
"2023-05-21","2023-05-27","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1470027192662,102788
"2023-05-21","2023-05-27","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9363407605828,57037
"2023-05-28","2023-06-03","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9733755428386,155666
"2023-05-28","2023-06-03","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6219205324891,151031
"2023-05-28","2023-06-03","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1500466739722,102794
"2023-05-28","2023-06-03","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9510532083283,57066
"2023-06-04","2023-06-10","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9754048459759,155670
"2023-06-04","2023-06-10","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6224278582735,151032
"2023-06-04","2023-06-10","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1530906286781,102800
"2023-06-04","2023-06-10","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9632290271521,57090
"2023-06-11","2023-06-17","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9754048459759,155670
"2023-06-11","2023-06-17","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6269937903324,151041
"2023-06-11","2023-06-17","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1601931896587,102814
"2023-06-11","2023-06-17","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9743901944072,57112
"2023-06-18","2023-06-24","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9764194975446,155672
"2023-06-18","2023-06-24","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6285157676854,151044
"2023-06-18","2023-06-24","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1627298185803,102819
"2023-06-18","2023-06-24","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9865660132311,57136
"2023-06-25","2023-07-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9779414748975,155675
"2023-06-25","2023-07-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6290230934697,151045
"2023-06-25","2023-07-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1642517959333,102822
"2023-06-25","2023-07-01","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",28.9972198547019,57157
"2023-07-02","2023-07-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9784488006818,155676
"2023-07-02","2023-07-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.629530419254,151046
"2023-07-02","2023-07-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1652664475019,102824
"2023-07-02","2023-07-08","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0043224156825,57171
"2023-07-09","2023-07-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9794634522505,155678
"2023-07-09","2023-07-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6300377450384,151047
"2023-07-09","2023-07-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1678030764236,102829
"2023-07-09","2023-07-15","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.00990299931,57182
"2023-07-16","2023-07-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9799707780348,155679
"2023-07-16","2023-07-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6330816997443,151053
"2023-07-16","2023-07-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1688177279922,102831
"2023-07-16","2023-07-22","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0134542798003,57189
"2023-07-23","2023-07-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9799707780348,155679
"2023-07-23","2023-07-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6330816997443,151053
"2023-07-23","2023-07-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1698323795609,102833
"2023-07-23","2023-07-29","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0164982345063,57195
"2023-07-30","2023-08-05","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9799707780348,155679
"2023-07-30","2023-08-05","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6351110028816,151057
"2023-07-30","2023-08-05","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1698323795609,102833
"2023-07-30","2023-08-05","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0190348634279,57200
"2023-08-06","2023-08-12","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9799707780348,155679
"2023-08-06","2023-08-12","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6361256544503,151059
"2023-08-06","2023-08-12","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1698323795609,102833
"2023-08-06","2023-08-12","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0225861439182,57207
"2023-08-13","2023-08-19","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9799707780348,155679
"2023-08-13","2023-08-19","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6366329802346,151060
"2023-08-13","2023-08-19","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1718616826982,102837
"2023-08-13","2023-08-19","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0271520759771,57216
"2023-08-20","2023-08-26","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9814927553878,155682
"2023-08-20","2023-08-26","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6366329802346,151060
"2023-08-20","2023-08-26","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1728763342668,102839
"2023-08-20","2023-08-26","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0337473111733,57229
"2023-08-27","2023-09-02","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9820000811721,155683
"2023-08-27","2023-09-02","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6386622833719,151064
"2023-08-27","2023-09-02","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1728763342668,102839
"2023-08-27","2023-09-02","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0403425463696,57242
"2023-09-03","2023-09-09","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9820000811721,155683
"2023-09-03","2023-09-09","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6386622833719,151064
"2023-09-03","2023-09-09","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1733836600511,102840
"2023-09-03","2023-09-09","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0459231299972,57253
"2023-09-10","2023-09-16","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9825074069564,155684
"2023-09-10","2023-09-16","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6391696091562,151065
"2023-09-10","2023-09-16","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1759202889728,102845
"2023-09-10","2023-09-16","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.053533016762,57268
"2023-09-17","2023-09-23","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9840293843094,155687
"2023-09-17","2023-09-23","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6391696091562,151065
"2023-09-17","2023-09-23","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1774422663257,102848
"2023-09-17","2023-09-23","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.056576971468,57274
"2023-09-24","2023-09-30","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9840293843094,155687
"2023-09-24","2023-09-30","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6391696091562,151065
"2023-09-24","2023-09-30","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1779495921101,102849
"2023-09-24","2023-09-30","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.059620926174,57280
"2023-10-01","2023-10-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9860586874467,155691
"2023-10-01","2023-10-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6406915865092,151068
"2023-10-01","2023-10-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.182515524169,102858
"2023-10-01","2023-10-07","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0657088355859,57292
"2023-10-08","2023-10-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.989609967937,155698
"2023-10-08","2023-10-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6432282154308,151073
"2023-10-08","2023-10-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.1931693656398,102879
"2023-10-08","2023-10-14","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.0920897763708,57344
"2023-10-15","2023-10-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",78.9951905515646,155709
"2023-10-15","2023-10-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6493161248427,151085
"2023-10-15","2023-10-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.2053451844637,102903
"2023-10-15","2023-10-21","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.1702179471569,57498
"2023-10-22","2023-10-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",79.0033077641138,155725
"2023-10-22","2023-10-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6609846178822,151108
"2023-10-22","2023-10-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.227667518974,102947
"2023-10-22","2023-10-28","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.2853809001989,57725
"2023-10-29","2023-11-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","At least one dose",79.0119323024473,155742
"2023-10-29","2023-11-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series",76.6736677624904,151133
"2023-10-29","2023-11-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 1 booster dose",52.2581070660335,103007
"2023-10-29","2023-11-04","ON","Haliburton, Kawartha, Pine Ridge District Health Unit","Completed primary series and 2+ booster doses",29.4583789926539,58066
"2020-12-13","2020-12-19","ON","Halton Region Public Health","At least one dose",0.00387330271874864,25
"2020-12-13","2020-12-19","ON","Halton Region Public Health","Completed primary series",0,0
"2020-12-13","2020-12-19","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-13","2020-12-19","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-20","2020-12-26","ON","Halton Region Public Health","At least one dose",0.031451218076239,203
"2020-12-20","2020-12-26","ON","Halton Region Public Health","Completed primary series",0,0
"2020-12-20","2020-12-26","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-20","2020-12-26","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-27","2021-01-02","ON","Halton Region Public Health","At least one dose",0.159425139903694,1029
"2020-12-27","2021-01-02","ON","Halton Region Public Health","Completed primary series",0,0
"2020-12-27","2021-01-02","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-27","2021-01-02","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-03","2021-01-09","ON","Halton Region Public Health","At least one dose",0.818196466308464,5281
"2021-01-03","2021-01-09","ON","Halton Region Public Health","Completed primary series",0.00340850639249881,22
"2021-01-03","2021-01-09","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-03","2021-01-09","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-10","2021-01-16","ON","Halton Region Public Health","At least one dose",1.31723278859204,8502
"2021-01-10","2021-01-16","ON","Halton Region Public Health","Completed primary series",0.0299018969887395,193
"2021-01-10","2021-01-16","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-10","2021-01-16","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-17","2021-01-23","ON","Halton Region Public Health","At least one dose",1.55489864341446,10036
"2021-01-17","2021-01-23","ON","Halton Region Public Health","Completed primary series",0.162833646296193,1051
"2021-01-17","2021-01-23","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-17","2021-01-23","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-24","2021-01-30","ON","Halton Region Public Health","At least one dose",1.77180359566438,11436
"2021-01-24","2021-01-30","ON","Halton Region Public Health","Completed primary series",0.42823234858485,2764
"2021-01-24","2021-01-30","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-24","2021-01-30","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-31","2021-02-06","ON","Halton Region Public Health","At least one dose",1.80000123945687,11618
"2021-01-31","2021-02-06","ON","Halton Region Public Health","Completed primary series",0.531107268794814,3428
"2021-01-31","2021-02-06","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-31","2021-02-06","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-07","2021-02-13","ON","Halton Region Public Health","At least one dose",1.83563562446936,11848
"2021-02-07","2021-02-13","ON","Halton Region Public Health","Completed primary series",1.04517200562713,6746
"2021-02-07","2021-02-13","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-07","2021-02-13","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-14","2021-02-20","ON","Halton Region Public Health","At least one dose",2.08987921492802,13489
"2021-02-14","2021-02-20","ON","Halton Region Public Health","Completed primary series",1.53305321608071,9895
"2021-02-14","2021-02-20","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-14","2021-02-20","ON","Halton Region Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-21","2021-02-27","ON","Halton Region Public Health","At least one dose",2.5610277576366,16530
"2021-02-21","2021-02-27","ON","Halton Region Public Health","Completed primary series",1.74453554452439,11260
"2021-02-21","2021-02-27","ON","Halton Region Public Health","Completed primary series and 1 booster dose",0,0
