"date_start","date_end","region","sub_region_1","dose_weekly_type","dose_weekly_value"
"2023-10-08","2023-10-14","ON",,"Dose 5",201
"2023-10-08","2023-10-14","ON",,"Dose 6",446
"2023-10-08","2023-10-14","ON",,"Dose 7",233
"2023-10-08","2023-10-14","ON",,"Dose 8",4
"2023-10-15","2023-10-21","ON",,"Dose 1",12
"2023-10-15","2023-10-21","ON",,"Dose 2",3
"2023-10-15","2023-10-21","ON",,"Dose 3",26
"2023-10-15","2023-10-21","ON",,"Dose 4",148
"2023-10-15","2023-10-21","ON",,"Dose 5",638
"2023-10-15","2023-10-21","ON",,"Dose 6",1578
"2023-10-15","2023-10-21","ON",,"Dose 7",658
"2023-10-15","2023-10-21","ON",,"Dose 8",13
"2023-10-22","2023-10-28","ON",,"Dose 1",18
"2023-10-22","2023-10-28","ON",,"Dose 2",9
"2023-10-22","2023-10-28","ON",,"Dose 3",42
"2023-10-22","2023-10-28","ON",,"Dose 4",212
"2023-10-22","2023-10-28","ON",,"Dose 5",944
"2023-10-22","2023-10-28","ON",,"Dose 6",2161
"2023-10-22","2023-10-28","ON",,"Dose 7",790
"2023-10-22","2023-10-28","ON",,"Dose 8",9
"2023-10-29","2023-11-04","ON",,"Dose 1",19
"2023-10-29","2023-11-04","ON",,"Dose 2",6
"2023-10-29","2023-11-04","ON",,"Dose 3",60
"2023-10-29","2023-11-04","ON",,"Dose 4",323
"2023-10-29","2023-11-04","ON",,"Dose 5",1423
"2023-10-29","2023-11-04","ON",,"Dose 6",2579
"2023-10-29","2023-11-04","ON",,"Dose 7",951
"2023-10-29","2023-11-04","ON",,"Dose 8",7
"2020-12-13","2020-12-19","ON",,"Dose 1",0
"2020-12-13","2020-12-19","ON",,"Dose 2",0
"2020-12-13","2020-12-19","ON",,"Dose 3",0
"2020-12-13","2020-12-19","ON",,"Dose 4",0
"2020-12-13","2020-12-19","ON",,"Dose 5",0
"2020-12-13","2020-12-19","ON",,"Dose 6",0
"2020-12-13","2020-12-19","ON",,"Dose 7",0
"2020-12-13","2020-12-19","ON",,"Dose 8",0
"2020-12-20","2020-12-26","ON",,"Dose 1",126
"2020-12-20","2020-12-26","ON",,"Dose 2",0
"2020-12-20","2020-12-26","ON",,"Dose 3",0
"2020-12-20","2020-12-26","ON",,"Dose 4",0
"2020-12-20","2020-12-26","ON",,"Dose 5",0
"2020-12-20","2020-12-26","ON",,"Dose 6",0
"2020-12-20","2020-12-26","ON",,"Dose 7",0
"2020-12-20","2020-12-26","ON",,"Dose 8",0
"2020-12-27","2021-01-02","ON",,"Dose 1",743
"2020-12-27","2021-01-02","ON",,"Dose 2",0
"2020-12-27","2021-01-02","ON",,"Dose 3",0
"2020-12-27","2021-01-02","ON",,"Dose 4",0
"2020-12-27","2021-01-02","ON",,"Dose 5",0
"2020-12-27","2021-01-02","ON",,"Dose 6",0
"2020-12-27","2021-01-02","ON",,"Dose 7",0
"2020-12-27","2021-01-02","ON",,"Dose 8",0
"2021-01-03","2021-01-09","ON",,"Dose 1",4801
"2021-01-03","2021-01-09","ON",,"Dose 2",0
"2021-01-03","2021-01-09","ON",,"Dose 3",0
"2021-01-03","2021-01-09","ON",,"Dose 4",0
"2021-01-03","2021-01-09","ON",,"Dose 5",0
"2021-01-03","2021-01-09","ON",,"Dose 6",0
"2021-01-03","2021-01-09","ON",,"Dose 7",0
"2021-01-03","2021-01-09","ON",,"Dose 8",0
"2021-01-10","2021-01-16","ON",,"Dose 1",2793
"2021-01-10","2021-01-16","ON",,"Dose 2",130
"2021-01-10","2021-01-16","ON",,"Dose 3",0
"2021-01-10","2021-01-16","ON",,"Dose 4",0
"2021-01-10","2021-01-16","ON",,"Dose 5",0
"2021-01-10","2021-01-16","ON",,"Dose 6",0
"2021-01-10","2021-01-16","ON",,"Dose 7",0
"2021-01-10","2021-01-16","ON",,"Dose 8",0
"2021-01-17","2021-01-23","ON",,"Dose 1",1977
"2021-01-17","2021-01-23","ON",,"Dose 2",854
"2021-01-17","2021-01-23","ON",,"Dose 3",0
"2021-01-17","2021-01-23","ON",,"Dose 4",0
"2021-01-17","2021-01-23","ON",,"Dose 5",0
"2021-01-17","2021-01-23","ON",,"Dose 6",0
"2021-01-17","2021-01-23","ON",,"Dose 7",0
"2021-01-17","2021-01-23","ON",,"Dose 8",0
"2021-01-24","2021-01-30","ON",,"Dose 1",1993
"2021-01-24","2021-01-30","ON",,"Dose 2",1292
"2021-01-24","2021-01-30","ON",,"Dose 3",0
"2021-01-24","2021-01-30","ON",,"Dose 4",0
"2021-01-24","2021-01-30","ON",,"Dose 5",0
"2021-01-24","2021-01-30","ON",,"Dose 6",0
"2021-01-24","2021-01-30","ON",,"Dose 7",0
"2021-01-24","2021-01-30","ON",,"Dose 8",0
"2021-01-31","2021-02-06","ON",,"Dose 1",84
"2021-01-31","2021-02-06","ON",,"Dose 2",1148
"2021-01-31","2021-02-06","ON",,"Dose 3",0
"2021-01-31","2021-02-06","ON",,"Dose 4",0
"2021-01-31","2021-02-06","ON",,"Dose 5",0
"2021-01-31","2021-02-06","ON",,"Dose 6",0
"2021-01-31","2021-02-06","ON",,"Dose 7",0
"2021-01-31","2021-02-06","ON",,"Dose 8",0
"2021-02-07","2021-02-13","ON",,"Dose 1",55
"2021-02-07","2021-02-13","ON",,"Dose 2",4635
"2021-02-07","2021-02-13","ON",,"Dose 3",0
"2021-02-07","2021-02-13","ON",,"Dose 4",0
"2021-02-07","2021-02-13","ON",,"Dose 5",0
"2021-02-07","2021-02-13","ON",,"Dose 6",0
"2021-02-07","2021-02-13","ON",,"Dose 7",0
"2021-02-07","2021-02-13","ON",,"Dose 8",0
"2021-02-14","2021-02-20","ON",,"Dose 1",1950
"2021-02-14","2021-02-20","ON",,"Dose 2",3003
"2021-02-14","2021-02-20","ON",,"Dose 3",0
"2021-02-14","2021-02-20","ON",,"Dose 4",0
"2021-02-14","2021-02-20","ON",,"Dose 5",0
"2021-02-14","2021-02-20","ON",,"Dose 6",0
"2021-02-14","2021-02-20","ON",,"Dose 7",0
"2021-02-14","2021-02-20","ON",,"Dose 8",0
"2021-02-21","2021-02-27","ON",,"Dose 1",3042
"2021-02-21","2021-02-27","ON",,"Dose 2",1131
"2021-02-21","2021-02-27","ON",,"Dose 3",0
"2021-02-21","2021-02-27","ON",,"Dose 4",0
"2021-02-21","2021-02-27","ON",,"Dose 5",0
"2021-02-21","2021-02-27","ON",,"Dose 6",0
"2021-02-21","2021-02-27","ON",,"Dose 7",0
"2021-02-21","2021-02-27","ON",,"Dose 8",0
"2021-02-28","2021-03-06","ON",,"Dose 1",5159
"2021-02-28","2021-03-06","ON",,"Dose 2",235
"2021-02-28","2021-03-06","ON",,"Dose 3",0
"2021-02-28","2021-03-06","ON",,"Dose 4",0
"2021-02-28","2021-03-06","ON",,"Dose 5",0
"2021-02-28","2021-03-06","ON",,"Dose 6",0
"2021-02-28","2021-03-06","ON",,"Dose 7",0
"2021-02-28","2021-03-06","ON",,"Dose 8",0
"2021-03-07","2021-03-13","ON",,"Dose 1",8603
"2021-03-07","2021-03-13","ON",,"Dose 2",55
"2021-03-07","2021-03-13","ON",,"Dose 3",0
"2021-03-07","2021-03-13","ON",,"Dose 4",0
"2021-03-07","2021-03-13","ON",,"Dose 5",0
"2021-03-07","2021-03-13","ON",,"Dose 6",0
"2021-03-07","2021-03-13","ON",,"Dose 7",0
"2021-03-07","2021-03-13","ON",,"Dose 8",0
"2021-03-14","2021-03-20","ON",,"Dose 1",12011
"2021-03-14","2021-03-20","ON",,"Dose 2",194
"2021-03-14","2021-03-20","ON",,"Dose 3",0
"2021-03-14","2021-03-20","ON",,"Dose 4",0
"2021-03-14","2021-03-20","ON",,"Dose 5",0
"2021-03-14","2021-03-20","ON",,"Dose 6",0
"2021-03-14","2021-03-20","ON",,"Dose 7",0
"2021-03-14","2021-03-20","ON",,"Dose 8",0
"2021-03-21","2021-03-27","ON",,"Dose 1",14958
"2021-03-21","2021-03-27","ON",,"Dose 2",1132
"2021-03-21","2021-03-27","ON",,"Dose 3",0
"2021-03-21","2021-03-27","ON",,"Dose 4",0
"2021-03-21","2021-03-27","ON",,"Dose 5",0
"2021-03-21","2021-03-27","ON",,"Dose 6",0
"2021-03-21","2021-03-27","ON",,"Dose 7",0
"2021-03-21","2021-03-27","ON",,"Dose 8",0
"2021-03-28","2021-04-03","ON",,"Dose 1",17176
"2021-03-28","2021-04-03","ON",,"Dose 2",934
"2021-03-28","2021-04-03","ON",,"Dose 3",0
"2021-03-28","2021-04-03","ON",,"Dose 4",0
"2021-03-28","2021-04-03","ON",,"Dose 5",0
"2021-03-28","2021-04-03","ON",,"Dose 6",0
"2021-03-28","2021-04-03","ON",,"Dose 7",0
"2021-03-28","2021-04-03","ON",,"Dose 8",0
"2021-04-04","2021-04-10","ON",,"Dose 1",24814
"2021-04-04","2021-04-10","ON",,"Dose 2",155
"2021-04-04","2021-04-10","ON",,"Dose 3",0
"2021-04-04","2021-04-10","ON",,"Dose 4",0
"2021-04-04","2021-04-10","ON",,"Dose 5",0
"2021-04-04","2021-04-10","ON",,"Dose 6",0
"2021-04-04","2021-04-10","ON",,"Dose 7",0
"2021-04-04","2021-04-10","ON",,"Dose 8",0
"2021-04-11","2021-04-17","ON",,"Dose 1",25518
"2021-04-11","2021-04-17","ON",,"Dose 2",462
"2021-04-11","2021-04-17","ON",,"Dose 3",0
"2021-04-11","2021-04-17","ON",,"Dose 4",0
"2021-04-11","2021-04-17","ON",,"Dose 5",0
"2021-04-11","2021-04-17","ON",,"Dose 6",0
"2021-04-11","2021-04-17","ON",,"Dose 7",0
"2021-04-11","2021-04-17","ON",,"Dose 8",0
"2021-04-18","2021-04-24","ON",,"Dose 1",32477
"2021-04-18","2021-04-24","ON",,"Dose 2",255
"2021-04-18","2021-04-24","ON",,"Dose 3",0
"2021-04-18","2021-04-24","ON",,"Dose 4",0
"2021-04-18","2021-04-24","ON",,"Dose 5",0
"2021-04-18","2021-04-24","ON",,"Dose 6",0
"2021-04-18","2021-04-24","ON",,"Dose 7",0
"2021-04-18","2021-04-24","ON",,"Dose 8",0
"2021-04-25","2021-05-01","ON",,"Dose 1",30287
"2021-04-25","2021-05-01","ON",,"Dose 2",239
"2021-04-25","2021-05-01","ON",,"Dose 3",0
"2021-04-25","2021-05-01","ON",,"Dose 4",0
"2021-04-25","2021-05-01","ON",,"Dose 5",0
"2021-04-25","2021-05-01","ON",,"Dose 6",0
"2021-04-25","2021-05-01","ON",,"Dose 7",0
"2021-04-25","2021-05-01","ON",,"Dose 8",0
"2021-05-02","2021-05-08","ON",,"Dose 1",25046
"2021-05-02","2021-05-08","ON",,"Dose 2",494
"2021-05-02","2021-05-08","ON",,"Dose 3",0
"2021-05-02","2021-05-08","ON",,"Dose 4",0
"2021-05-02","2021-05-08","ON",,"Dose 5",0
"2021-05-02","2021-05-08","ON",,"Dose 6",0
"2021-05-02","2021-05-08","ON",,"Dose 7",0
"2021-05-02","2021-05-08","ON",,"Dose 8",0
"2021-05-09","2021-05-15","ON",,"Dose 1",26638
"2021-05-09","2021-05-15","ON",,"Dose 2",785
"2021-05-09","2021-05-15","ON",,"Dose 3",0
"2021-05-09","2021-05-15","ON",,"Dose 4",0
"2021-05-09","2021-05-15","ON",,"Dose 5",0
"2021-05-09","2021-05-15","ON",,"Dose 6",0
"2021-05-09","2021-05-15","ON",,"Dose 7",0
"2021-05-09","2021-05-15","ON",,"Dose 8",0
"2021-05-16","2021-05-22","ON",,"Dose 1",34146
"2021-05-16","2021-05-22","ON",,"Dose 2",1514
"2021-05-16","2021-05-22","ON",,"Dose 3",0
"2021-05-16","2021-05-22","ON",,"Dose 4",0
"2021-05-16","2021-05-22","ON",,"Dose 5",0
"2021-05-16","2021-05-22","ON",,"Dose 6",0
"2021-05-16","2021-05-22","ON",,"Dose 7",0
"2021-05-16","2021-05-22","ON",,"Dose 8",0
"2021-05-23","2021-05-29","ON",,"Dose 1",32387
"2021-05-23","2021-05-29","ON",,"Dose 2",2826
"2021-05-23","2021-05-29","ON",,"Dose 3",0
"2021-05-23","2021-05-29","ON",,"Dose 4",0
"2021-05-23","2021-05-29","ON",,"Dose 5",0
"2021-05-23","2021-05-29","ON",,"Dose 6",0
"2021-05-23","2021-05-29","ON",,"Dose 7",0
"2021-05-23","2021-05-29","ON",,"Dose 8",0
"2021-05-30","2021-06-05","ON",,"Dose 1",33829
"2021-05-30","2021-06-05","ON",,"Dose 2",6452
"2021-05-30","2021-06-05","ON",,"Dose 3",0
"2021-05-30","2021-06-05","ON",,"Dose 4",0
"2021-05-30","2021-06-05","ON",,"Dose 5",0
"2021-05-30","2021-06-05","ON",,"Dose 6",0
"2021-05-30","2021-06-05","ON",,"Dose 7",0
"2021-05-30","2021-06-05","ON",,"Dose 8",0
"2021-06-06","2021-06-12","ON",,"Dose 1",25904
"2021-06-06","2021-06-12","ON",,"Dose 2",20985
"2021-06-06","2021-06-12","ON",,"Dose 3",1
"2021-06-06","2021-06-12","ON",,"Dose 4",0
"2021-06-06","2021-06-12","ON",,"Dose 5",0
"2021-06-06","2021-06-12","ON",,"Dose 6",0
"2021-06-06","2021-06-12","ON",,"Dose 7",0
"2021-06-06","2021-06-12","ON",,"Dose 8",0
"2021-06-13","2021-06-19","ON",,"Dose 1",13913
"2021-06-13","2021-06-19","ON",,"Dose 2",42612
"2021-06-13","2021-06-19","ON",,"Dose 3",0
"2021-06-13","2021-06-19","ON",,"Dose 4",0
"2021-06-13","2021-06-19","ON",,"Dose 5",0
"2021-06-13","2021-06-19","ON",,"Dose 6",0
"2021-06-13","2021-06-19","ON",,"Dose 7",0
"2021-06-13","2021-06-19","ON",,"Dose 8",0
"2021-06-20","2021-06-26","ON",,"Dose 1",7122
"2021-06-20","2021-06-26","ON",,"Dose 2",63462
"2021-06-20","2021-06-26","ON",,"Dose 3",3
"2021-06-20","2021-06-26","ON",,"Dose 4",0
"2021-06-20","2021-06-26","ON",,"Dose 5",0
"2021-06-20","2021-06-26","ON",,"Dose 6",0
"2021-06-20","2021-06-26","ON",,"Dose 7",0
"2021-06-20","2021-06-26","ON",,"Dose 8",0
"2021-06-27","2021-07-03","ON",,"Dose 1",5204
"2021-06-27","2021-07-03","ON",,"Dose 2",60746
"2021-06-27","2021-07-03","ON",,"Dose 3",1
"2021-06-27","2021-07-03","ON",,"Dose 4",0
"2021-06-27","2021-07-03","ON",,"Dose 5",0
"2021-06-27","2021-07-03","ON",,"Dose 6",0
"2021-06-27","2021-07-03","ON",,"Dose 7",0
"2021-06-27","2021-07-03","ON",,"Dose 8",0
"2021-07-04","2021-07-10","ON",,"Dose 1",2968
"2021-07-04","2021-07-10","ON",,"Dose 2",48568
"2021-07-04","2021-07-10","ON",,"Dose 3",0
"2021-07-04","2021-07-10","ON",,"Dose 4",0
"2021-07-04","2021-07-10","ON",,"Dose 5",0
"2021-07-04","2021-07-10","ON",,"Dose 6",0
"2021-07-04","2021-07-10","ON",,"Dose 7",0
"2021-07-04","2021-07-10","ON",,"Dose 8",0
"2021-07-11","2021-07-17","ON",,"Dose 1",2472
"2021-07-11","2021-07-17","ON",,"Dose 2",33056
"2021-07-11","2021-07-17","ON",,"Dose 3",0
"2021-07-11","2021-07-17","ON",,"Dose 4",0
"2021-07-11","2021-07-17","ON",,"Dose 5",0
"2021-07-11","2021-07-17","ON",,"Dose 6",0
"2021-07-11","2021-07-17","ON",,"Dose 7",0
"2021-07-11","2021-07-17","ON",,"Dose 8",0
"2021-07-18","2021-07-24","ON",,"Dose 1",3604
"2021-07-18","2021-07-24","ON",,"Dose 2",39044
"2021-07-18","2021-07-24","ON",,"Dose 3",5
"2021-07-18","2021-07-24","ON",,"Dose 4",0
"2021-07-18","2021-07-24","ON",,"Dose 5",0
"2021-07-18","2021-07-24","ON",,"Dose 6",0
"2021-07-18","2021-07-24","ON",,"Dose 7",0
"2021-07-18","2021-07-24","ON",,"Dose 8",0
"2021-07-25","2021-07-31","ON",,"Dose 1",5693
"2021-07-25","2021-07-31","ON",,"Dose 2",32972
"2021-07-25","2021-07-31","ON",,"Dose 3",6
"2021-07-25","2021-07-31","ON",,"Dose 4",0
"2021-07-25","2021-07-31","ON",,"Dose 5",0
"2021-07-25","2021-07-31","ON",,"Dose 6",0
"2021-07-25","2021-07-31","ON",,"Dose 7",0
"2021-07-25","2021-07-31","ON",,"Dose 8",0
"2021-08-01","2021-08-07","ON",,"Dose 1",1782
"2021-08-01","2021-08-07","ON",,"Dose 2",21967
"2021-08-01","2021-08-07","ON",,"Dose 3",8
"2021-08-01","2021-08-07","ON",,"Dose 4",0
"2021-08-01","2021-08-07","ON",,"Dose 5",0
"2021-08-01","2021-08-07","ON",,"Dose 6",0
"2021-08-01","2021-08-07","ON",,"Dose 7",0
"2021-08-01","2021-08-07","ON",,"Dose 8",0
"2021-08-08","2021-08-14","ON",,"Dose 1",2335
"2021-08-08","2021-08-14","ON",,"Dose 2",14311
"2021-08-08","2021-08-14","ON",,"Dose 3",11
"2021-08-08","2021-08-14","ON",,"Dose 4",0
"2021-08-08","2021-08-14","ON",,"Dose 5",0
"2021-08-08","2021-08-14","ON",,"Dose 6",0
"2021-08-08","2021-08-14","ON",,"Dose 7",0
"2021-08-08","2021-08-14","ON",,"Dose 8",0
"2021-08-15","2021-08-21","ON",,"Dose 1",3252
"2021-08-15","2021-08-21","ON",,"Dose 2",7235
"2021-08-15","2021-08-21","ON",,"Dose 3",18
"2021-08-15","2021-08-21","ON",,"Dose 4",0
"2021-08-15","2021-08-21","ON",,"Dose 5",0
"2021-08-15","2021-08-21","ON",,"Dose 6",0
"2021-08-15","2021-08-21","ON",,"Dose 7",0
"2021-08-15","2021-08-21","ON",,"Dose 8",0
"2021-08-22","2021-08-28","ON",,"Dose 1",3057
"2021-08-22","2021-08-28","ON",,"Dose 2",7827
"2021-08-22","2021-08-28","ON",,"Dose 3",13
"2021-08-22","2021-08-28","ON",,"Dose 4",0
"2021-08-22","2021-08-28","ON",,"Dose 5",0
"2021-08-22","2021-08-28","ON",,"Dose 6",0
"2021-08-22","2021-08-28","ON",,"Dose 7",0
"2021-08-22","2021-08-28","ON",,"Dose 8",0
"2021-08-29","2021-09-04","ON",,"Dose 1",3666
"2021-08-29","2021-09-04","ON",,"Dose 2",5113
"2021-08-29","2021-09-04","ON",,"Dose 3",70
"2021-08-29","2021-09-04","ON",,"Dose 4",0
"2021-08-29","2021-09-04","ON",,"Dose 5",0
"2021-08-29","2021-09-04","ON",,"Dose 6",0
"2021-08-29","2021-09-04","ON",,"Dose 7",0
"2021-08-29","2021-09-04","ON",,"Dose 8",0
"2021-09-05","2021-09-11","ON",,"Dose 1",2681
"2021-09-05","2021-09-11","ON",,"Dose 2",3251
"2021-09-05","2021-09-11","ON",,"Dose 3",834
"2021-09-05","2021-09-11","ON",,"Dose 4",0
"2021-09-05","2021-09-11","ON",,"Dose 5",0
"2021-09-05","2021-09-11","ON",,"Dose 6",0
"2021-09-05","2021-09-11","ON",,"Dose 7",0
"2021-09-05","2021-09-11","ON",,"Dose 8",0
"2021-09-12","2021-09-18","ON",,"Dose 1",2456
"2021-09-12","2021-09-18","ON",,"Dose 2",3661
"2021-09-12","2021-09-18","ON",,"Dose 3",1508
"2021-09-12","2021-09-18","ON",,"Dose 4",0
"2021-09-12","2021-09-18","ON",,"Dose 5",0
"2021-09-12","2021-09-18","ON",,"Dose 6",0
"2021-09-12","2021-09-18","ON",,"Dose 7",0
"2021-09-12","2021-09-18","ON",,"Dose 8",0
"2021-09-19","2021-09-25","ON",,"Dose 1",2871
"2021-09-19","2021-09-25","ON",,"Dose 2",5020
"2021-09-19","2021-09-25","ON",,"Dose 3",1018
"2021-09-19","2021-09-25","ON",,"Dose 4",0
"2021-09-19","2021-09-25","ON",,"Dose 5",0
"2021-09-19","2021-09-25","ON",,"Dose 6",0
"2021-09-19","2021-09-25","ON",,"Dose 7",0
"2021-09-19","2021-09-25","ON",,"Dose 8",0
"2021-09-26","2021-10-02","ON",,"Dose 1",2144
"2021-09-26","2021-10-02","ON",,"Dose 2",4199
"2021-09-26","2021-10-02","ON",,"Dose 3",301
"2021-09-26","2021-10-02","ON",,"Dose 4",1
"2021-09-26","2021-10-02","ON",,"Dose 5",0
"2021-09-26","2021-10-02","ON",,"Dose 6",0
"2021-09-26","2021-10-02","ON",,"Dose 7",0
"2021-09-26","2021-10-02","ON",,"Dose 8",0
"2021-10-03","2021-10-09","ON",,"Dose 1",1775
"2021-10-03","2021-10-09","ON",,"Dose 2",3486
"2021-10-03","2021-10-09","ON",,"Dose 3",309
"2021-10-03","2021-10-09","ON",,"Dose 4",0
"2021-10-03","2021-10-09","ON",,"Dose 5",0
"2021-10-03","2021-10-09","ON",,"Dose 6",0
"2021-10-03","2021-10-09","ON",,"Dose 7",0
"2021-10-03","2021-10-09","ON",,"Dose 8",0
"2021-10-10","2021-10-16","ON",,"Dose 1",1407
"2021-10-10","2021-10-16","ON",,"Dose 2",3165
"2021-10-10","2021-10-16","ON",,"Dose 3",341
"2021-10-10","2021-10-16","ON",,"Dose 4",1
"2021-10-10","2021-10-16","ON",,"Dose 5",0
"2021-10-10","2021-10-16","ON",,"Dose 6",0
"2021-10-10","2021-10-16","ON",,"Dose 7",0
"2021-10-10","2021-10-16","ON",,"Dose 8",0
"2021-10-17","2021-10-23","ON",,"Dose 1",1499
"2021-10-17","2021-10-23","ON",,"Dose 2",2926
"2021-10-17","2021-10-23","ON",,"Dose 3",496
"2021-10-17","2021-10-23","ON",,"Dose 4",0
"2021-10-17","2021-10-23","ON",,"Dose 5",0
"2021-10-17","2021-10-23","ON",,"Dose 6",0
"2021-10-17","2021-10-23","ON",,"Dose 7",0
"2021-10-17","2021-10-23","ON",,"Dose 8",0
"2021-10-24","2021-10-30","ON",,"Dose 1",1117
"2021-10-24","2021-10-30","ON",,"Dose 2",2374
"2021-10-24","2021-10-30","ON",,"Dose 3",479
"2021-10-24","2021-10-30","ON",,"Dose 4",0
"2021-10-24","2021-10-30","ON",,"Dose 5",0
"2021-10-24","2021-10-30","ON",,"Dose 6",0
"2021-10-24","2021-10-30","ON",,"Dose 7",0
"2021-10-24","2021-10-30","ON",,"Dose 8",0
"2021-10-31","2021-11-06","ON",,"Dose 1",946
"2021-10-31","2021-11-06","ON",,"Dose 2",1773
"2021-10-31","2021-11-06","ON",,"Dose 3",986
"2021-10-31","2021-11-06","ON",,"Dose 4",1
"2021-10-31","2021-11-06","ON",,"Dose 5",0
"2021-10-31","2021-11-06","ON",,"Dose 6",0
"2021-10-31","2021-11-06","ON",,"Dose 7",0
"2021-10-31","2021-11-06","ON",,"Dose 8",0
"2021-11-07","2021-11-13","ON",,"Dose 1",859
"2021-11-07","2021-11-13","ON",,"Dose 2",1888
"2021-11-07","2021-11-13","ON",,"Dose 3",3953
"2021-11-07","2021-11-13","ON",,"Dose 4",0
"2021-11-07","2021-11-13","ON",,"Dose 5",0
"2021-11-07","2021-11-13","ON",,"Dose 6",0
"2021-11-07","2021-11-13","ON",,"Dose 7",0
"2021-11-07","2021-11-13","ON",,"Dose 8",0
"2021-11-14","2021-11-20","ON",,"Dose 1",762
"2021-11-14","2021-11-20","ON",,"Dose 2",1506
"2021-11-14","2021-11-20","ON",,"Dose 3",4694
"2021-11-14","2021-11-20","ON",,"Dose 4",2
"2021-11-14","2021-11-20","ON",,"Dose 5",0
"2021-11-14","2021-11-20","ON",,"Dose 6",0
"2021-11-14","2021-11-20","ON",,"Dose 7",0
"2021-11-14","2021-11-20","ON",,"Dose 8",0
"2021-11-21","2021-11-27","ON",,"Dose 1",3982
"2021-11-21","2021-11-27","ON",,"Dose 2",1260
"2021-11-21","2021-11-27","ON",,"Dose 3",6005
"2021-11-21","2021-11-27","ON",,"Dose 4",0
"2021-11-21","2021-11-27","ON",,"Dose 5",0
"2021-11-21","2021-11-27","ON",,"Dose 6",0
"2021-11-21","2021-11-27","ON",,"Dose 7",0
"2021-11-21","2021-11-27","ON",,"Dose 8",0
"2021-11-28","2021-12-04","ON",,"Dose 1",8254
"2021-11-28","2021-12-04","ON",,"Dose 2",912
"2021-11-28","2021-12-04","ON",,"Dose 3",8375
"2021-11-28","2021-12-04","ON",,"Dose 4",0
"2021-11-28","2021-12-04","ON",,"Dose 5",0
"2021-11-28","2021-12-04","ON",,"Dose 6",0
"2021-11-28","2021-12-04","ON",,"Dose 7",0
"2021-11-28","2021-12-04","ON",,"Dose 8",0
"2021-12-05","2021-12-11","ON",,"Dose 1",8677
"2021-12-05","2021-12-11","ON",,"Dose 2",787
"2021-12-05","2021-12-11","ON",,"Dose 3",10210
"2021-12-05","2021-12-11","ON",,"Dose 4",1
"2021-12-05","2021-12-11","ON",,"Dose 5",0
"2021-12-05","2021-12-11","ON",,"Dose 6",0
"2021-12-05","2021-12-11","ON",,"Dose 7",0
"2021-12-05","2021-12-11","ON",,"Dose 8",0
"2021-12-12","2021-12-18","ON",,"Dose 1",5221
"2021-12-12","2021-12-18","ON",,"Dose 2",962
"2021-12-12","2021-12-18","ON",,"Dose 3",28847
"2021-12-12","2021-12-18","ON",,"Dose 4",2
"2021-12-12","2021-12-18","ON",,"Dose 5",0
"2021-12-12","2021-12-18","ON",,"Dose 6",0
"2021-12-12","2021-12-18","ON",,"Dose 7",0
"2021-12-12","2021-12-18","ON",,"Dose 8",0
"2021-12-19","2021-12-25","ON",,"Dose 1",3969
"2021-12-19","2021-12-25","ON",,"Dose 2",531
"2021-12-19","2021-12-25","ON",,"Dose 3",28847
"2021-12-19","2021-12-25","ON",,"Dose 4",6
"2021-12-19","2021-12-25","ON",,"Dose 5",0
"2021-12-19","2021-12-25","ON",,"Dose 6",0
"2021-12-19","2021-12-25","ON",,"Dose 7",0
"2021-12-19","2021-12-25","ON",,"Dose 8",0
"2021-12-26","2022-01-01","ON",,"Dose 1",3297
"2021-12-26","2022-01-01","ON",,"Dose 2",545
"2021-12-26","2022-01-01","ON",,"Dose 3",29006
"2021-12-26","2022-01-01","ON",,"Dose 4",15
"2021-12-26","2022-01-01","ON",,"Dose 5",0
"2021-12-26","2022-01-01","ON",,"Dose 6",0
"2021-12-26","2022-01-01","ON",,"Dose 7",0
"2021-12-26","2022-01-01","ON",,"Dose 8",0
"2022-01-02","2022-01-08","ON",,"Dose 1",1571
"2022-01-02","2022-01-08","ON",,"Dose 2",875
"2022-01-02","2022-01-08","ON",,"Dose 3",41600
"2022-01-02","2022-01-08","ON",,"Dose 4",56
"2022-01-02","2022-01-08","ON",,"Dose 5",0
"2022-01-02","2022-01-08","ON",,"Dose 6",0
"2022-01-02","2022-01-08","ON",,"Dose 7",0
"2022-01-02","2022-01-08","ON",,"Dose 8",0
"2022-01-09","2022-01-15","ON",,"Dose 1",960
"2022-01-09","2022-01-15","ON",,"Dose 2",1042
"2022-01-09","2022-01-15","ON",,"Dose 3",40044
"2022-01-09","2022-01-15","ON",,"Dose 4",222
"2022-01-09","2022-01-15","ON",,"Dose 5",1
"2022-01-09","2022-01-15","ON",,"Dose 6",0
"2022-01-09","2022-01-15","ON",,"Dose 7",0
"2022-01-09","2022-01-15","ON",,"Dose 8",0
"2022-01-16","2022-01-22","ON",,"Dose 1",2579
"2022-01-16","2022-01-22","ON",,"Dose 2",2585
"2022-01-16","2022-01-22","ON",,"Dose 3",26896
"2022-01-16","2022-01-22","ON",,"Dose 4",531
"2022-01-16","2022-01-22","ON",,"Dose 5",0
"2022-01-16","2022-01-22","ON",,"Dose 6",0
"2022-01-16","2022-01-22","ON",,"Dose 7",0
"2022-01-16","2022-01-22","ON",,"Dose 8",0
"2022-01-23","2022-01-29","ON",,"Dose 1",1507
"2022-01-23","2022-01-29","ON",,"Dose 2",4704
