"date_start","date_end","region","sub_region_1","outcome_weekly_type","outcome_weekly_value"
"2020-09-20","2020-09-26","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-09-27","2020-10-03","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2020-09-27","2020-10-03","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-10-04","2020-10-10","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2020-10-04","2020-10-10","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-10-11","2020-10-17","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2020-10-11","2020-10-17","ON","Durham Region Health Department","COVID-19 deaths",1
"2020-10-18","2020-10-24","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2020-10-18","2020-10-24","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-10-25","2020-10-31","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2020-10-25","2020-10-31","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-11-01","2020-11-07","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2020-11-01","2020-11-07","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-11-08","2020-11-14","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2020-11-08","2020-11-14","ON","Durham Region Health Department","COVID-19 deaths",1
"2020-11-15","2020-11-21","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2020-11-15","2020-11-21","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-11-22","2020-11-28","ON","Durham Region Health Department","COVID-19 hospitalizations",15
"2020-11-22","2020-11-28","ON","Durham Region Health Department","COVID-19 deaths",2
"2020-11-29","2020-12-05","ON","Durham Region Health Department","COVID-19 hospitalizations",25
"2020-11-29","2020-12-05","ON","Durham Region Health Department","COVID-19 deaths",13
"2020-12-06","2020-12-12","ON","Durham Region Health Department","COVID-19 hospitalizations",36
"2020-12-06","2020-12-12","ON","Durham Region Health Department","COVID-19 deaths",25
"2020-12-13","2020-12-19","ON","Durham Region Health Department","COVID-19 hospitalizations",23
"2020-12-13","2020-12-19","ON","Durham Region Health Department","COVID-19 deaths",12
"2020-12-20","2020-12-26","ON","Durham Region Health Department","COVID-19 hospitalizations",28
"2020-12-20","2020-12-26","ON","Durham Region Health Department","COVID-19 deaths",3
"2020-12-27","2021-01-02","ON","Durham Region Health Department","COVID-19 hospitalizations",26
"2020-12-27","2021-01-02","ON","Durham Region Health Department","COVID-19 deaths",8
"2021-01-03","2021-01-09","ON","Durham Region Health Department","COVID-19 hospitalizations",35
"2021-01-03","2021-01-09","ON","Durham Region Health Department","COVID-19 deaths",6
"2021-01-10","2021-01-16","ON","Durham Region Health Department","COVID-19 hospitalizations",28
"2021-01-10","2021-01-16","ON","Durham Region Health Department","COVID-19 deaths",10
"2021-01-17","2021-01-23","ON","Durham Region Health Department","COVID-19 hospitalizations",28
"2021-01-17","2021-01-23","ON","Durham Region Health Department","COVID-19 deaths",15
"2021-01-24","2021-01-30","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2021-01-24","2021-01-30","ON","Durham Region Health Department","COVID-19 deaths",10
"2021-01-31","2021-02-06","ON","Durham Region Health Department","COVID-19 hospitalizations",14
"2021-01-31","2021-02-06","ON","Durham Region Health Department","COVID-19 deaths",4
"2021-02-07","2021-02-13","ON","Durham Region Health Department","COVID-19 hospitalizations",12
"2021-02-07","2021-02-13","ON","Durham Region Health Department","COVID-19 deaths",4
"2021-02-14","2021-02-20","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2021-02-14","2021-02-20","ON","Durham Region Health Department","COVID-19 deaths",3
"2021-02-21","2021-02-27","ON","Durham Region Health Department","COVID-19 hospitalizations",16
"2021-02-21","2021-02-27","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-02-28","2021-03-06","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2021-02-28","2021-03-06","ON","Durham Region Health Department","COVID-19 deaths",6
"2021-03-07","2021-03-13","ON","Durham Region Health Department","COVID-19 hospitalizations",21
"2021-03-07","2021-03-13","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-03-14","2021-03-20","ON","Durham Region Health Department","COVID-19 hospitalizations",26
"2021-03-14","2021-03-20","ON","Durham Region Health Department","COVID-19 deaths",4
"2021-03-21","2021-03-27","ON","Durham Region Health Department","COVID-19 hospitalizations",37
"2021-03-21","2021-03-27","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-03-28","2021-04-03","ON","Durham Region Health Department","COVID-19 hospitalizations",57
"2021-03-28","2021-04-03","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-04-04","2021-04-10","ON","Durham Region Health Department","COVID-19 hospitalizations",81
"2021-04-04","2021-04-10","ON","Durham Region Health Department","COVID-19 deaths",8
"2021-04-11","2021-04-17","ON","Durham Region Health Department","COVID-19 hospitalizations",84
"2021-04-11","2021-04-17","ON","Durham Region Health Department","COVID-19 deaths",12
"2021-04-18","2021-04-24","ON","Durham Region Health Department","COVID-19 hospitalizations",58
"2021-04-18","2021-04-24","ON","Durham Region Health Department","COVID-19 deaths",10
"2021-04-25","2021-05-01","ON","Durham Region Health Department","COVID-19 hospitalizations",59
"2021-04-25","2021-05-01","ON","Durham Region Health Department","COVID-19 deaths",7
"2021-05-02","2021-05-08","ON","Durham Region Health Department","COVID-19 hospitalizations",42
"2021-05-02","2021-05-08","ON","Durham Region Health Department","COVID-19 deaths",8
"2021-05-09","2021-05-15","ON","Durham Region Health Department","COVID-19 hospitalizations",38
"2021-05-09","2021-05-15","ON","Durham Region Health Department","COVID-19 deaths",8
"2021-05-16","2021-05-22","ON","Durham Region Health Department","COVID-19 hospitalizations",25
"2021-05-16","2021-05-22","ON","Durham Region Health Department","COVID-19 deaths",5
"2021-05-23","2021-05-29","ON","Durham Region Health Department","COVID-19 hospitalizations",20
"2021-05-23","2021-05-29","ON","Durham Region Health Department","COVID-19 deaths",5
"2021-05-30","2021-06-05","ON","Durham Region Health Department","COVID-19 hospitalizations",20
"2021-05-30","2021-06-05","ON","Durham Region Health Department","COVID-19 deaths",3
"2021-06-06","2021-06-12","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2021-06-06","2021-06-12","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-06-13","2021-06-19","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2021-06-13","2021-06-19","ON","Durham Region Health Department","COVID-19 deaths",3
"2021-06-20","2021-06-26","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2021-06-20","2021-06-26","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-06-27","2021-07-03","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2021-06-27","2021-07-03","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-07-04","2021-07-10","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2021-07-04","2021-07-10","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-07-11","2021-07-17","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2021-07-11","2021-07-17","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-07-18","2021-07-24","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2021-07-18","2021-07-24","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-07-25","2021-07-31","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2021-07-25","2021-07-31","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-08-01","2021-08-07","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2021-08-01","2021-08-07","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-08-08","2021-08-14","ON","Durham Region Health Department","COVID-19 hospitalizations",9
"2021-08-08","2021-08-14","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-08-15","2021-08-21","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2021-08-15","2021-08-21","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-08-22","2021-08-28","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2021-08-22","2021-08-28","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-08-29","2021-09-04","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2021-08-29","2021-09-04","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-09-05","2021-09-11","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2021-09-05","2021-09-11","ON","Durham Region Health Department","COVID-19 deaths",4
"2021-09-12","2021-09-18","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2021-09-12","2021-09-18","ON","Durham Region Health Department","COVID-19 deaths",4
"2021-09-19","2021-09-25","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2021-09-19","2021-09-25","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-09-26","2021-10-02","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2021-09-26","2021-10-02","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-10-03","2021-10-09","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2021-10-03","2021-10-09","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-10-10","2021-10-16","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2021-10-10","2021-10-16","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-10-17","2021-10-23","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2021-10-17","2021-10-23","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-10-24","2021-10-30","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2021-10-24","2021-10-30","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-10-31","2021-11-06","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2021-10-31","2021-11-06","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-11-07","2021-11-13","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2021-11-07","2021-11-13","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-11-14","2021-11-20","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2021-11-14","2021-11-20","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-11-21","2021-11-27","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2021-11-21","2021-11-27","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-11-28","2021-12-04","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2021-11-28","2021-12-04","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-12-05","2021-12-11","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2021-12-05","2021-12-11","ON","Durham Region Health Department","COVID-19 deaths",1
"2021-12-12","2021-12-18","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2021-12-12","2021-12-18","ON","Durham Region Health Department","COVID-19 deaths",0
"2021-12-19","2021-12-25","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2021-12-19","2021-12-25","ON","Durham Region Health Department","COVID-19 deaths",2
"2021-12-26","2022-01-01","ON","Durham Region Health Department","COVID-19 hospitalizations",30
"2021-12-26","2022-01-01","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-01-02","2022-01-08","ON","Durham Region Health Department","COVID-19 hospitalizations",50
"2022-01-02","2022-01-08","ON","Durham Region Health Department","COVID-19 deaths",6
"2022-01-09","2022-01-15","ON","Durham Region Health Department","COVID-19 hospitalizations",68
"2022-01-09","2022-01-15","ON","Durham Region Health Department","COVID-19 deaths",11
"2022-01-16","2022-01-22","ON","Durham Region Health Department","COVID-19 hospitalizations",44
"2022-01-16","2022-01-22","ON","Durham Region Health Department","COVID-19 deaths",15
"2022-01-23","2022-01-29","ON","Durham Region Health Department","COVID-19 hospitalizations",39
"2022-01-23","2022-01-29","ON","Durham Region Health Department","COVID-19 deaths",19
"2022-01-30","2022-02-05","ON","Durham Region Health Department","COVID-19 hospitalizations",25
"2022-01-30","2022-02-05","ON","Durham Region Health Department","COVID-19 deaths",16
"2022-02-06","2022-02-12","ON","Durham Region Health Department","COVID-19 hospitalizations",24
"2022-02-06","2022-02-12","ON","Durham Region Health Department","COVID-19 deaths",11
"2022-02-13","2022-02-19","ON","Durham Region Health Department","COVID-19 hospitalizations",12
"2022-02-13","2022-02-19","ON","Durham Region Health Department","COVID-19 deaths",6
"2022-02-20","2022-02-26","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-02-20","2022-02-26","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-02-27","2022-03-05","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-02-27","2022-03-05","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-03-06","2022-03-12","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-03-06","2022-03-12","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-03-13","2022-03-19","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-03-13","2022-03-19","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-03-20","2022-03-26","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2022-03-20","2022-03-26","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-03-27","2022-04-02","ON","Durham Region Health Department","COVID-19 hospitalizations",15
"2022-03-27","2022-04-02","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-04-03","2022-04-09","ON","Durham Region Health Department","COVID-19 hospitalizations",23
"2022-04-03","2022-04-09","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-04-10","2022-04-16","ON","Durham Region Health Department","COVID-19 hospitalizations",27
"2022-04-10","2022-04-16","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-04-17","2022-04-23","ON","Durham Region Health Department","COVID-19 hospitalizations",28
"2022-04-17","2022-04-23","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-04-24","2022-04-30","ON","Durham Region Health Department","COVID-19 hospitalizations",20
"2022-04-24","2022-04-30","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-05-01","2022-05-07","ON","Durham Region Health Department","COVID-19 hospitalizations",16
"2022-05-01","2022-05-07","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-05-08","2022-05-14","ON","Durham Region Health Department","COVID-19 hospitalizations",12
"2022-05-08","2022-05-14","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-05-15","2022-05-21","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2022-05-15","2022-05-21","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-05-22","2022-05-28","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2022-05-22","2022-05-28","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-05-29","2022-06-04","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-05-29","2022-06-04","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-06-05","2022-06-11","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2022-06-05","2022-06-11","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-06-12","2022-06-18","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-06-12","2022-06-18","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-06-19","2022-06-25","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-06-19","2022-06-25","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-06-26","2022-07-02","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2022-06-26","2022-07-02","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-07-03","2022-07-09","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2022-07-03","2022-07-09","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-07-10","2022-07-16","ON","Durham Region Health Department","COVID-19 hospitalizations",17
"2022-07-10","2022-07-16","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-07-17","2022-07-23","ON","Durham Region Health Department","COVID-19 hospitalizations",23
"2022-07-17","2022-07-23","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-07-24","2022-07-30","ON","Durham Region Health Department","COVID-19 hospitalizations",15
"2022-07-24","2022-07-30","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-07-31","2022-08-06","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-07-31","2022-08-06","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-08-07","2022-08-13","ON","Durham Region Health Department","COVID-19 hospitalizations",18
"2022-08-07","2022-08-13","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-08-14","2022-08-20","ON","Durham Region Health Department","COVID-19 hospitalizations",12
"2022-08-14","2022-08-20","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-08-21","2022-08-27","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2022-08-21","2022-08-27","ON","Durham Region Health Department","COVID-19 deaths",5
"2022-08-28","2022-09-03","ON","Durham Region Health Department","COVID-19 hospitalizations",9
"2022-08-28","2022-09-03","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-09-04","2022-09-10","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2022-09-04","2022-09-10","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-09-11","2022-09-17","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2022-09-11","2022-09-17","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-09-18","2022-09-24","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2022-09-18","2022-09-24","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-09-25","2022-10-01","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2022-09-25","2022-10-01","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-10-02","2022-10-08","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-10-02","2022-10-08","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-10-09","2022-10-15","ON","Durham Region Health Department","COVID-19 hospitalizations",17
"2022-10-09","2022-10-15","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-10-16","2022-10-22","ON","Durham Region Health Department","COVID-19 hospitalizations",15
"2022-10-16","2022-10-22","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-10-23","2022-10-29","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2022-10-23","2022-10-29","ON","Durham Region Health Department","COVID-19 deaths",4
"2022-10-30","2022-11-05","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2022-10-30","2022-11-05","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-11-06","2022-11-12","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2022-11-06","2022-11-12","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-11-13","2022-11-19","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2022-11-13","2022-11-19","ON","Durham Region Health Department","COVID-19 deaths",0
"2022-11-20","2022-11-26","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-11-20","2022-11-26","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-11-27","2022-12-03","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-11-27","2022-12-03","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-12-04","2022-12-10","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2022-12-04","2022-12-10","ON","Durham Region Health Department","COVID-19 deaths",3
"2022-12-11","2022-12-17","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2022-12-11","2022-12-17","ON","Durham Region Health Department","COVID-19 deaths",1
"2022-12-18","2022-12-24","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2022-12-18","2022-12-24","ON","Durham Region Health Department","COVID-19 deaths",2
"2022-12-25","2022-12-31","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2022-12-25","2022-12-31","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-01-01","2023-01-07","ON","Durham Region Health Department","COVID-19 hospitalizations",13
"2023-01-01","2023-01-07","ON","Durham Region Health Department","COVID-19 deaths",3
"2023-01-08","2023-01-14","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-01-08","2023-01-14","ON","Durham Region Health Department","COVID-19 deaths",3
"2023-01-15","2023-01-21","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-01-15","2023-01-21","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-01-22","2023-01-28","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2023-01-22","2023-01-28","ON","Durham Region Health Department","COVID-19 deaths",2
"2023-01-29","2023-02-04","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-01-29","2023-02-04","ON","Durham Region Health Department","COVID-19 deaths",3
"2023-02-05","2023-02-11","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2023-02-05","2023-02-11","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-02-12","2023-02-18","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-02-12","2023-02-18","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-02-19","2023-02-25","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-02-19","2023-02-25","ON","Durham Region Health Department","COVID-19 deaths",2
"2023-02-26","2023-03-04","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2023-02-26","2023-03-04","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-03-05","2023-03-11","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2023-03-05","2023-03-11","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-03-12","2023-03-18","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2023-03-12","2023-03-18","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-03-19","2023-03-25","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2023-03-19","2023-03-25","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-03-26","2023-04-01","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-03-26","2023-04-01","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-04-02","2023-04-08","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-04-02","2023-04-08","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-04-09","2023-04-15","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2023-04-09","2023-04-15","ON","Durham Region Health Department","COVID-19 deaths",2
"2023-04-16","2023-04-22","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-04-16","2023-04-22","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-04-23","2023-04-29","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2023-04-23","2023-04-29","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-04-30","2023-05-06","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2023-04-30","2023-05-06","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-05-07","2023-05-13","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-05-07","2023-05-13","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-05-14","2023-05-20","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-05-14","2023-05-20","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-05-21","2023-05-27","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-05-21","2023-05-27","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-05-28","2023-06-03","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-05-28","2023-06-03","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-06-04","2023-06-10","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-06-04","2023-06-10","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-06-11","2023-06-17","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-06-11","2023-06-17","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-06-18","2023-06-24","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-06-18","2023-06-24","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-06-25","2023-07-01","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-06-25","2023-07-01","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-07-02","2023-07-08","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-07-02","2023-07-08","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-07-09","2023-07-15","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-07-09","2023-07-15","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-07-16","2023-07-22","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-07-16","2023-07-22","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-07-23","2023-07-29","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-07-23","2023-07-29","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-07-30","2023-08-05","ON","Durham Region Health Department","COVID-19 hospitalizations",1
"2023-07-30","2023-08-05","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-08-06","2023-08-12","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2023-08-06","2023-08-12","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-08-13","2023-08-19","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2023-08-13","2023-08-19","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-08-20","2023-08-26","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-08-20","2023-08-26","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-08-27","2023-09-02","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2023-08-27","2023-09-02","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-09-03","2023-09-09","ON","Durham Region Health Department","COVID-19 hospitalizations",5
"2023-09-03","2023-09-09","ON","Durham Region Health Department","COVID-19 deaths",1
"2023-09-10","2023-09-16","ON","Durham Region Health Department","COVID-19 hospitalizations",4
"2023-09-10","2023-09-16","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-09-17","2023-09-23","ON","Durham Region Health Department","COVID-19 hospitalizations",11
"2023-09-17","2023-09-23","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-09-24","2023-09-30","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2023-09-24","2023-09-30","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-10-01","2023-10-07","ON","Durham Region Health Department","COVID-19 hospitalizations",2
"2023-10-01","2023-10-07","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-10-08","2023-10-14","ON","Durham Region Health Department","COVID-19 hospitalizations",6
"2023-10-08","2023-10-14","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-10-15","2023-10-21","ON","Durham Region Health Department","COVID-19 hospitalizations",8
"2023-10-15","2023-10-21","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-10-22","2023-10-28","ON","Durham Region Health Department","COVID-19 hospitalizations",7
"2023-10-22","2023-10-28","ON","Durham Region Health Department","COVID-19 deaths",3
"2023-10-29","2023-11-04","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2023-10-29","2023-11-04","ON","Durham Region Health Department","COVID-19 deaths",2
"2023-11-05","2023-11-11","ON","Durham Region Health Department","COVID-19 hospitalizations",10
"2023-11-05","2023-11-11","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-11-12","2023-11-18","ON","Durham Region Health Department","COVID-19 hospitalizations",12
"2023-11-12","2023-11-18","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-11-19","2023-11-25","ON","Durham Region Health Department","COVID-19 hospitalizations",3
"2023-11-19","2023-11-25","ON","Durham Region Health Department","COVID-19 deaths",0
"2023-11-26","2023-12-02","ON","Durham Region Health Department","COVID-19 hospitalizations",0
"2023-11-26","2023-12-02","ON","Durham Region Health Department","COVID-19 deaths",0
"2020-01-05","2020-01-11","ON","Eastern Ontario Health Unit","COVID-19 hospitalizations",0
"2020-01-05","2020-01-11","ON","Eastern Ontario Health Unit","COVID-19 deaths",0
"2020-01-12","2020-01-18","ON","Eastern Ontario Health Unit","COVID-19 hospitalizations",0
