"name","region","sub_region_1","date","value_daily"
"cases","AB","Edmonton Zone","2022-08-20",608
"cases","AB","Edmonton Zone","2022-08-27",544
"cases","AB","Edmonton Zone","2022-09-03",377
"cases","AB","Edmonton Zone","2022-09-10",418
"cases","AB","Edmonton Zone","2022-09-17",464
"cases","AB","Edmonton Zone","2022-09-24",562
"cases","AB","Edmonton Zone","2022-10-01",570
"cases","AB","Edmonton Zone","2022-10-08",479
"cases","AB","Edmonton Zone","2022-10-15",480
"cases","AB","Edmonton Zone","2022-10-22",486
"cases","AB","Edmonton Zone","2022-10-29",398
"cases","AB","Edmonton Zone","2022-11-05",467
"cases","AB","Edmonton Zone","2022-11-12",414
"cases","AB","Edmonton Zone","2022-11-19",442
"cases","AB","Edmonton Zone","2022-11-26",401
"cases","AB","Edmonton Zone","2022-12-03",415
"cases","AB","Edmonton Zone","2022-12-10",361
"cases","AB","Edmonton Zone","2022-12-17",326
"cases","AB","Edmonton Zone","2022-12-24",290
"cases","AB","Edmonton Zone","2022-12-31",301
"cases","AB","Edmonton Zone","2023-01-07",365
"cases","AB","Edmonton Zone","2023-01-14",351
"cases","AB","Edmonton Zone","2023-01-21",284
"cases","AB","Edmonton Zone","2023-01-28",265
"cases","AB","Edmonton Zone","2023-02-04",216
"cases","AB","Edmonton Zone","2023-02-11",191
"cases","AB","Edmonton Zone","2023-02-18",179
"cases","AB","Edmonton Zone","2023-02-25",146
"cases","AB","Edmonton Zone","2023-03-04",115
"cases","AB","Edmonton Zone","2023-03-11",151
"cases","AB","Edmonton Zone","2023-03-18",143
"cases","AB","Edmonton Zone","2023-03-25",137
"cases","AB","Edmonton Zone","2023-04-01",140
"cases","AB","Edmonton Zone","2023-04-08",96
"cases","AB","Edmonton Zone","2023-04-15",100
"cases","AB","Edmonton Zone","2023-04-22",152
"cases","AB","Edmonton Zone","2023-04-29",107
"cases","AB","Edmonton Zone","2023-05-06",125
"cases","AB","Edmonton Zone","2023-05-13",108
"cases","AB","Edmonton Zone","2023-05-20",82
"cases","AB","Edmonton Zone","2023-05-27",103
"cases","AB","Edmonton Zone","2023-06-03",93
"cases","AB","Edmonton Zone","2023-06-10",62
"cases","AB","Edmonton Zone","2023-06-17",33
"cases","AB","Edmonton Zone","2023-06-24",24
"cases","AB","Edmonton Zone","2023-07-01",26
"cases","AB","Edmonton Zone","2023-07-08",17
"cases","AB","Edmonton Zone","2023-07-15",32
"cases","AB","Edmonton Zone","2023-07-22",33
"cases","AB","Edmonton Zone","2023-07-29",70
"cases","AB","Edmonton Zone","2023-08-05",58
"cases","AB","Edmonton Zone","2023-08-12",58
"cases","AB","Edmonton Zone","2023-08-19",86
"cases","AB","Edmonton Zone","2023-08-26",98
"cases","AB","Edmonton Zone","2023-09-02",137
"cases","AB","Edmonton Zone","2023-09-09",177
"cases","AB","Edmonton Zone","2023-09-16",182
"cases","AB","Edmonton Zone","2023-09-23",257
"cases","AB","Edmonton Zone","2023-09-30",302
"cases","AB","Edmonton Zone","2023-10-07",320
"cases","AB","Edmonton Zone","2023-10-14",375
"cases","AB","North Zone","2019-08-31",0
"cases","AB","North Zone","2019-09-07",0
"cases","AB","North Zone","2019-09-14",0
"cases","AB","North Zone","2019-09-21",0
"cases","AB","North Zone","2019-09-28",0
"cases","AB","North Zone","2019-10-05",0
"cases","AB","North Zone","2019-10-12",0
"cases","AB","North Zone","2019-10-19",0
"cases","AB","North Zone","2019-10-26",0
"cases","AB","North Zone","2019-11-02",0
"cases","AB","North Zone","2019-11-09",0
"cases","AB","North Zone","2019-11-16",0
"cases","AB","North Zone","2019-11-23",0
"cases","AB","North Zone","2019-11-30",0
"cases","AB","North Zone","2019-12-07",0
"cases","AB","North Zone","2019-12-14",0
"cases","AB","North Zone","2019-12-21",0
"cases","AB","North Zone","2019-12-28",0
"cases","AB","North Zone","2020-01-04",0
"cases","AB","North Zone","2020-01-11",0
"cases","AB","North Zone","2020-01-18",0
"cases","AB","North Zone","2020-01-25",0
"cases","AB","North Zone","2020-02-01",0
"cases","AB","North Zone","2020-02-08",0
"cases","AB","North Zone","2020-02-15",0
"cases","AB","North Zone","2020-02-22",0
"cases","AB","North Zone","2020-02-29",1
"cases","AB","North Zone","2020-03-07",2
"cases","AB","North Zone","2020-03-14",5
"cases","AB","North Zone","2020-03-21",18
"cases","AB","North Zone","2020-03-28",39
"cases","AB","North Zone","2020-04-04",22
"cases","AB","North Zone","2020-04-11",18
"cases","AB","North Zone","2020-04-18",35
"cases","AB","North Zone","2020-04-25",64
"cases","AB","North Zone","2020-05-02",17
"cases","AB","North Zone","2020-05-09",5
"cases","AB","North Zone","2020-05-16",3
"cases","AB","North Zone","2020-05-23",5
"cases","AB","North Zone","2020-05-30",10
"cases","AB","North Zone","2020-06-06",7
"cases","AB","North Zone","2020-06-13",31
"cases","AB","North Zone","2020-06-20",11
"cases","AB","North Zone","2020-06-27",39
"cases","AB","North Zone","2020-07-04",31
"cases","AB","North Zone","2020-07-11",43
"cases","AB","North Zone","2020-07-18",61
"cases","AB","North Zone","2020-07-25",77
"cases","AB","North Zone","2020-08-01",69
"cases","AB","North Zone","2020-08-08",62
"cases","AB","North Zone","2020-08-15",66
"cases","AB","North Zone","2020-08-22",107
"cases","AB","North Zone","2020-08-29",147
"cases","AB","North Zone","2020-09-05",148
"cases","AB","North Zone","2020-09-12",133
"cases","AB","North Zone","2020-09-19",99
"cases","AB","North Zone","2020-09-26",72
"cases","AB","North Zone","2020-10-03",57
"cases","AB","North Zone","2020-10-10",85
"cases","AB","North Zone","2020-10-17",142
"cases","AB","North Zone","2020-10-24",181
"cases","AB","North Zone","2020-10-31",261
"cases","AB","North Zone","2020-11-07",314
"cases","AB","North Zone","2020-11-14",402
"cases","AB","North Zone","2020-11-21",527
"cases","AB","North Zone","2020-11-28",627
"cases","AB","North Zone","2020-12-05",836
"cases","AB","North Zone","2020-12-12",711
"cases","AB","North Zone","2020-12-19",603
"cases","AB","North Zone","2020-12-26",516
"cases","AB","North Zone","2021-01-02",863
"cases","AB","North Zone","2021-01-09",927
"cases","AB","North Zone","2021-01-16",786
"cases","AB","North Zone","2021-01-23",506
"cases","AB","North Zone","2021-01-30",415
"cases","AB","North Zone","2021-02-06",385
"cases","AB","North Zone","2021-02-13",346
"cases","AB","North Zone","2021-02-20",550
"cases","AB","North Zone","2021-02-27",568
"cases","AB","North Zone","2021-03-06",458
"cases","AB","North Zone","2021-03-13",425
"cases","AB","North Zone","2021-03-20",400
"cases","AB","North Zone","2021-03-27",572
"cases","AB","North Zone","2021-04-03",907
"cases","AB","North Zone","2021-04-10",1208
"cases","AB","North Zone","2021-04-17",1517
"cases","AB","North Zone","2021-04-24",1640
"cases","AB","North Zone","2021-05-01",2008
"cases","AB","North Zone","2021-05-08",1848
"cases","AB","North Zone","2021-05-15",1485
"cases","AB","North Zone","2021-05-22",777
"cases","AB","North Zone","2021-05-29",384
"cases","AB","North Zone","2021-06-05",300
"cases","AB","North Zone","2021-06-12",304
"cases","AB","North Zone","2021-06-19",132
"cases","AB","North Zone","2021-06-26",86
"cases","AB","North Zone","2021-07-03",71
"cases","AB","North Zone","2021-07-10",45
"cases","AB","North Zone","2021-07-17",30
"cases","AB","North Zone","2021-07-24",57
"cases","AB","North Zone","2021-07-31",141
"cases","AB","North Zone","2021-08-07",294
"cases","AB","North Zone","2021-08-14",495
"cases","AB","North Zone","2021-08-21",767
"cases","AB","North Zone","2021-08-28",1453
"cases","AB","North Zone","2021-09-04",1757
"cases","AB","North Zone","2021-09-11",2041
"cases","AB","North Zone","2021-09-18",2000
"cases","AB","North Zone","2021-09-25",2225
"cases","AB","North Zone","2021-10-02",2136
"cases","AB","North Zone","2021-10-09",1518
"cases","AB","North Zone","2021-10-16",1179
"cases","AB","North Zone","2021-10-23",900
"cases","AB","North Zone","2021-10-30",758
"cases","AB","North Zone","2021-11-06",702
"cases","AB","North Zone","2021-11-13",551
"cases","AB","North Zone","2021-11-20",486
"cases","AB","North Zone","2021-11-27",355
"cases","AB","North Zone","2021-12-04",243
"cases","AB","North Zone","2021-12-11",191
"cases","AB","North Zone","2021-12-18",203
"cases","AB","North Zone","2021-12-25",350
"cases","AB","North Zone","2022-01-01",855
"cases","AB","North Zone","2022-01-08",1938
"cases","AB","North Zone","2022-01-15",1551
"cases","AB","North Zone","2022-01-22",1465
"cases","AB","North Zone","2022-01-29",1613
"cases","AB","North Zone","2022-02-05",1396
"cases","AB","North Zone","2022-02-12",999
"cases","AB","North Zone","2022-02-19",825
"cases","AB","North Zone","2022-02-26",574
"cases","AB","North Zone","2022-03-05",437
"cases","AB","North Zone","2022-03-12",365
"cases","AB","North Zone","2022-03-19",298
"cases","AB","North Zone","2022-03-26",366
"cases","AB","North Zone","2022-04-02",434
"cases","AB","North Zone","2022-04-09",432
"cases","AB","North Zone","2022-04-16",425
"cases","AB","North Zone","2022-04-23",460
"cases","AB","North Zone","2022-04-30",414
"cases","AB","North Zone","2022-05-07",364
"cases","AB","North Zone","2022-05-14",288
"cases","AB","North Zone","2022-05-21",163
"cases","AB","North Zone","2022-05-28",109
"cases","AB","North Zone","2022-06-04",78
"cases","AB","North Zone","2022-06-11",64
"cases","AB","North Zone","2022-06-18",69
"cases","AB","North Zone","2022-06-25",62
"cases","AB","North Zone","2022-07-02",56
"cases","AB","North Zone","2022-07-09",72
"cases","AB","North Zone","2022-07-16",76
"cases","AB","North Zone","2022-07-23",114
"cases","AB","North Zone","2022-07-30",120
"cases","AB","North Zone","2022-08-06",157
"cases","AB","North Zone","2022-08-13",153
"cases","AB","North Zone","2022-08-20",167
"cases","AB","North Zone","2022-08-27",154
"cases","AB","North Zone","2022-09-03",165
"cases","AB","North Zone","2022-09-10",110
"cases","AB","North Zone","2022-09-17",164
"cases","AB","North Zone","2022-09-24",149
"cases","AB","North Zone","2022-10-01",100
"cases","AB","North Zone","2022-10-08",128
"cases","AB","North Zone","2022-10-15",173
"cases","AB","North Zone","2022-10-22",139
"cases","AB","North Zone","2022-10-29",126
"cases","AB","North Zone","2022-11-05",153
"cases","AB","North Zone","2022-11-12",156
"cases","AB","North Zone","2022-11-19",132
"cases","AB","North Zone","2022-11-26",114
"cases","AB","North Zone","2022-12-03",109
"cases","AB","North Zone","2022-12-10",89
"cases","AB","North Zone","2022-12-17",67
"cases","AB","North Zone","2022-12-24",85
"cases","AB","North Zone","2022-12-31",108
"cases","AB","North Zone","2023-01-07",99
"cases","AB","North Zone","2023-01-14",80
"cases","AB","North Zone","2023-01-21",83
"cases","AB","North Zone","2023-01-28",55
"cases","AB","North Zone","2023-02-04",66
"cases","AB","North Zone","2023-02-11",49
"cases","AB","North Zone","2023-02-18",39
"cases","AB","North Zone","2023-02-25",58
"cases","AB","North Zone","2023-03-04",63
"cases","AB","North Zone","2023-03-11",52
"cases","AB","North Zone","2023-03-18",72
"cases","AB","North Zone","2023-03-25",54
"cases","AB","North Zone","2023-04-01",39
"cases","AB","North Zone","2023-04-08",44
"cases","AB","North Zone","2023-04-15",37
"cases","AB","North Zone","2023-04-22",31
"cases","AB","North Zone","2023-04-29",28
"cases","AB","North Zone","2023-05-06",22
"cases","AB","North Zone","2023-05-13",21
"cases","AB","North Zone","2023-05-20",14
"cases","AB","North Zone","2023-05-27",18
"cases","AB","North Zone","2023-06-03",15
"cases","AB","North Zone","2023-06-10",9
"cases","AB","North Zone","2023-06-17",9
"cases","AB","North Zone","2023-06-24",7
"cases","AB","North Zone","2023-07-01",11
"cases","AB","North Zone","2023-07-08",7
"cases","AB","North Zone","2023-07-15",3
"cases","AB","North Zone","2023-07-22",6
"cases","AB","North Zone","2023-07-29",6
"cases","AB","North Zone","2023-08-05",7
"cases","AB","North Zone","2023-08-12",17
"cases","AB","North Zone","2023-08-19",15
"cases","AB","North Zone","2023-08-26",12
"cases","AB","North Zone","2023-09-02",18
"cases","AB","North Zone","2023-09-09",11
"cases","AB","North Zone","2023-09-16",27
"cases","AB","North Zone","2023-09-23",53
"cases","AB","North Zone","2023-09-30",52
"cases","AB","North Zone","2023-10-07",83
"cases","AB","North Zone","2023-10-14",83
"cases","AB","South Zone","2019-08-31",0
"cases","AB","South Zone","2019-09-07",0
"cases","AB","South Zone","2019-09-14",0
"cases","AB","South Zone","2019-09-21",0
"cases","AB","South Zone","2019-09-28",0
"cases","AB","South Zone","2019-10-05",0
"cases","AB","South Zone","2019-10-12",0
"cases","AB","South Zone","2019-10-19",0
"cases","AB","South Zone","2019-10-26",0
"cases","AB","South Zone","2019-11-02",0
"cases","AB","South Zone","2019-11-09",0
"cases","AB","South Zone","2019-11-16",0
"cases","AB","South Zone","2019-11-23",0
"cases","AB","South Zone","2019-11-30",0
"cases","AB","South Zone","2019-12-07",0
"cases","AB","South Zone","2019-12-14",0
"cases","AB","South Zone","2019-12-21",0
"cases","AB","South Zone","2019-12-28",0
"cases","AB","South Zone","2020-01-04",0
"cases","AB","South Zone","2020-01-11",0
"cases","AB","South Zone","2020-01-18",0
"cases","AB","South Zone","2020-01-25",0
"cases","AB","South Zone","2020-02-01",0
"cases","AB","South Zone","2020-02-08",0
"cases","AB","South Zone","2020-02-15",0
"cases","AB","South Zone","2020-02-22",0
"cases","AB","South Zone","2020-02-29",0
"cases","AB","South Zone","2020-03-07",0
"cases","AB","South Zone","2020-03-14",1
"cases","AB","South Zone","2020-03-21",9
"cases","AB","South Zone","2020-03-28",5
"cases","AB","South Zone","2020-04-04",12
"cases","AB","South Zone","2020-04-11",16
"cases","AB","South Zone","2020-04-18",175
"cases","AB","South Zone","2020-04-25",431
"cases","AB","South Zone","2020-05-02",453
"cases","AB","South Zone","2020-05-09",52
"cases","AB","South Zone","2020-05-16",58
"cases","AB","South Zone","2020-05-23",26
"cases","AB","South Zone","2020-05-30",4
"cases","AB","South Zone","2020-06-06",15
"cases","AB","South Zone","2020-06-13",14
"cases","AB","South Zone","2020-06-20",8
"cases","AB","South Zone","2020-06-27",23
"cases","AB","South Zone","2020-07-04",77
"cases","AB","South Zone","2020-07-11",56
"cases","AB","South Zone","2020-07-18",88
"cases","AB","South Zone","2020-07-25",82
"cases","AB","South Zone","2020-08-01",59
"cases","AB","South Zone","2020-08-08",27
"cases","AB","South Zone","2020-08-15",15
"cases","AB","South Zone","2020-08-22",7
"cases","AB","South Zone","2020-08-29",21
"cases","AB","South Zone","2020-09-05",22
"cases","AB","South Zone","2020-09-12",18
"cases","AB","South Zone","2020-09-19",30
"cases","AB","South Zone","2020-09-26",22
"cases","AB","South Zone","2020-10-03",56
"cases","AB","South Zone","2020-10-10",111
"cases","AB","South Zone","2020-10-17",143
"cases","AB","South Zone","2020-10-24",133
"cases","AB","South Zone","2020-10-31",218
"cases","AB","South Zone","2020-11-07",336
"cases","AB","South Zone","2020-11-14",327
"cases","AB","South Zone","2020-11-21",389
"cases","AB","South Zone","2020-11-28",391
"cases","AB","South Zone","2020-12-05",350
"cases","AB","South Zone","2020-12-12",310
"cases","AB","South Zone","2020-12-19",211
"cases","AB","South Zone","2020-12-26",158
"cases","AB","South Zone","2021-01-02",147
"cases","AB","South Zone","2021-01-09",195
"cases","AB","South Zone","2021-01-16",237
"cases","AB","South Zone","2021-01-23",168
"cases","AB","South Zone","2021-01-30",158
"cases","AB","South Zone","2021-02-06",156
"cases","AB","South Zone","2021-02-13",187
"cases","AB","South Zone","2021-02-20",162
"cases","AB","South Zone","2021-02-27",178
"cases","AB","South Zone","2021-03-06",206
"cases","AB","South Zone","2021-03-13",390
"cases","AB","South Zone","2021-03-20",418
"cases","AB","South Zone","2021-03-27",422
"cases","AB","South Zone","2021-04-03",487
"cases","AB","South Zone","2021-04-10",509
"cases","AB","South Zone","2021-04-17",453
"cases","AB","South Zone","2021-04-24",580
"cases","AB","South Zone","2021-05-01",724
"cases","AB","South Zone","2021-05-08",674
"cases","AB","South Zone","2021-05-15",445
"cases","AB","South Zone","2021-05-22",319
"cases","AB","South Zone","2021-05-29",172
"cases","AB","South Zone","2021-06-05",79
"cases","AB","South Zone","2021-06-12",45
"cases","AB","South Zone","2021-06-19",27
"cases","AB","South Zone","2021-06-26",19
"cases","AB","South Zone","2021-07-03",10
"cases","AB","South Zone","2021-07-10",11
"cases","AB","South Zone","2021-07-17",17
"cases","AB","South Zone","2021-07-24",62
"cases","AB","South Zone","2021-07-31",131
"cases","AB","South Zone","2021-08-07",262
"cases","AB","South Zone","2021-08-14",484
"cases","AB","South Zone","2021-08-21",557
"cases","AB","South Zone","2021-08-28",673
"cases","AB","South Zone","2021-09-04",889
"cases","AB","South Zone","2021-09-11",1039
"cases","AB","South Zone","2021-09-18",1207
"cases","AB","South Zone","2021-09-25",1211
"cases","AB","South Zone","2021-10-02",1072
"cases","AB","South Zone","2021-10-09",811
"cases","AB","South Zone","2021-10-16",544
"cases","AB","South Zone","2021-10-23",496
"cases","AB","South Zone","2021-10-30",332
"cases","AB","South Zone","2021-11-06",291
"cases","AB","South Zone","2021-11-13",248
"cases","AB","South Zone","2021-11-20",192
"cases","AB","South Zone","2021-11-27",176
"cases","AB","South Zone","2021-12-04",133
"cases","AB","South Zone","2021-12-11",105
"cases","AB","South Zone","2021-12-18",112
"cases","AB","South Zone","2021-12-25",244
"cases","AB","South Zone","2022-01-01",765
"cases","AB","South Zone","2022-01-08",1640
"cases","AB","South Zone","2022-01-15",1667
"cases","AB","South Zone","2022-01-22",1391
"cases","AB","South Zone","2022-01-29",1504
"cases","AB","South Zone","2022-02-05",1226
"cases","AB","South Zone","2022-02-12",766
"cases","AB","South Zone","2022-02-19",532
"cases","AB","South Zone","2022-02-26",434
"cases","AB","South Zone","2022-03-05",363
"cases","AB","South Zone","2022-03-12",291
"cases","AB","South Zone","2022-03-19",366
"cases","AB","South Zone","2022-03-26",339
"cases","AB","South Zone","2022-04-02",427
"cases","AB","South Zone","2022-04-09",376
"cases","AB","South Zone","2022-04-16",378
"cases","AB","South Zone","2022-04-23",477
"cases","AB","South Zone","2022-04-30",402
"cases","AB","South Zone","2022-05-07",329
"cases","AB","South Zone","2022-05-14",168
"cases","AB","South Zone","2022-05-21",221
"cases","AB","South Zone","2022-05-28",125
"cases","AB","South Zone","2022-06-04",74
"cases","AB","South Zone","2022-06-11",63
"cases","AB","South Zone","2022-06-18",71
"cases","AB","South Zone","2022-06-25",73
"cases","AB","South Zone","2022-07-02",76
"cases","AB","South Zone","2022-07-09",75
"cases","AB","South Zone","2022-07-16",98
"cases","AB","South Zone","2022-07-23",93
"cases","AB","South Zone","2022-07-30",98
"cases","AB","South Zone","2022-08-06",113
"cases","AB","South Zone","2022-08-13",144
"cases","AB","South Zone","2022-08-20",114
"cases","AB","South Zone","2022-08-27",95
"cases","AB","South Zone","2022-09-03",91
"cases","AB","South Zone","2022-09-10",90
"cases","AB","South Zone","2022-09-17",121
"cases","AB","South Zone","2022-09-24",100
"cases","AB","South Zone","2022-10-01",99
"cases","AB","South Zone","2022-10-08",66
"cases","AB","South Zone","2022-10-15",100
"cases","AB","South Zone","2022-10-22",135
"cases","AB","South Zone","2022-10-29",95
"cases","AB","South Zone","2022-11-05",64
"cases","AB","South Zone","2022-11-12",83
"cases","AB","South Zone","2022-11-19",69
"cases","AB","South Zone","2022-11-26",77
"cases","AB","South Zone","2022-12-03",74
"cases","AB","South Zone","2022-12-10",86
"cases","AB","South Zone","2022-12-17",65
"cases","AB","South Zone","2022-12-24",63
"cases","AB","South Zone","2022-12-31",70
"cases","AB","South Zone","2023-01-07",67
"cases","AB","South Zone","2023-01-14",54
"cases","AB","South Zone","2023-01-21",34
"cases","AB","South Zone","2023-01-28",44
"cases","AB","South Zone","2023-02-04",26
"cases","AB","South Zone","2023-02-11",32
"cases","AB","South Zone","2023-02-18",22
"cases","AB","South Zone","2023-02-25",13
"cases","AB","South Zone","2023-03-04",20
"cases","AB","South Zone","2023-03-11",19
"cases","AB","South Zone","2023-03-18",16
"cases","AB","South Zone","2023-03-25",31
"cases","AB","South Zone","2023-04-01",25
"cases","AB","South Zone","2023-04-08",22
"cases","AB","South Zone","2023-04-15",18
"cases","AB","South Zone","2023-04-22",24
"cases","AB","South Zone","2023-04-29",26
"cases","AB","South Zone","2023-05-06",11
"cases","AB","South Zone","2023-05-13",16
"cases","AB","South Zone","2023-05-20",12
"cases","AB","South Zone","2023-05-27",11
"cases","AB","South Zone","2023-06-03",7
"cases","AB","South Zone","2023-06-10",4
"cases","AB","South Zone","2023-06-17",3
"cases","AB","South Zone","2023-06-24",4
"cases","AB","South Zone","2023-07-01",2
"cases","AB","South Zone","2023-07-08",4
"cases","AB","South Zone","2023-07-15",4
"cases","AB","South Zone","2023-07-22",4
"cases","AB","South Zone","2023-07-29",10
"cases","AB","South Zone","2023-08-05",6
"cases","AB","South Zone","2023-08-12",9
"cases","AB","South Zone","2023-08-19",10
"cases","AB","South Zone","2023-08-26",14
"cases","AB","South Zone","2023-09-02",11
"cases","AB","South Zone","2023-09-09",19
"cases","AB","South Zone","2023-09-16",26
"cases","AB","South Zone","2023-09-23",29
"cases","AB","South Zone","2023-09-30",49
"cases","AB","South Zone","2023-10-07",47
"cases","AB","South Zone","2023-10-14",66
